aNode_bNode,aNodeLat,aNodeLon,aNodes,active_net,bNodeLat,bNodeLon,bNodes,cycle_speed_m_s,distance,drive_net,drive_speed,drive_speed_m_s,name,oneway,osmid,ref,speed,type,walk_speed_m_s,cycle_time_minutes,walk_time_minutes,drive_time_minutes
6993694752_6993694751,42.3296548,-83.0834037,6993694752,True,42.3296931,-83.0832834,6993694751,4.167,10.76723198995534,True,25.0,11.25,[],[],747425787,[],[],service,1.11,0.04306548272120367,0.1616701499993294,0.015951454799933835
6993694755_6993694760,42.3307557,-83.0761207,6993694755,True,42.3307824,-83.0760332,6993694760,4.167,7.781404647860435,True,25.0,11.25,[],[],747425791,[],[],service,1.11,0.03112312874114245,0.11683790762553205,0.011528006885719163
6993694760_6993694756,42.3307824,-83.0760332,6993694760,True,42.3308965,-83.0756591,6993694756,4.167,33.26651986416577,True,25.0,11.25,[],[],747425791,[],[],service,1.11,0.13305543502186135,0.4994972952577443,0.04928373313209744
6993694756_6993694757,42.3308965,-83.0756591,6993694756,True,42.3306908,-83.0755404,6993694757,4.167,24.867117438133576,True,25.0,11.25,[],[],747425791,[],[],service,1.11,0.09946051291150139,0.3733801417137173,0.036840173982420114
6993694757_6993694759,42.3306908,-83.0755404,6993694757,True,42.3305732,-83.0759177,6993694759,4.167,33.65920934663449,True,25.0,11.25,[],[],747425791,[],[],service,1.11,0.13462606730115387,0.5053935337332506,0.049865495328347394
6993694759_6993694758,42.3305732,-83.0759177,6993694759,True,42.3305449,-83.0760085,6993694758,4.167,8.100286379742453,True,25.0,11.25,[],[],747425791,[],[],service,1.11,0.03239855363467904,0.12162592161775455,0.012000424266285116
6993699848_6993699849,42.3314708,-83.0853916,6993699848,True,42.3314650,-83.0860836,6993699849,4.167,56.88751730054823,True,35.0,15.75,Michigan Avenue,[],747431037,US 12,35 mph,primary,1.11,0.2275318666528607,0.8541669264346581,0.06019843100587115
6993699849_6993699850,42.3314650,-83.0860836,6993699849,True,42.3314616,-83.0866080,6993699850,4.167,43.10844846041126,True,35.0,15.75,Michigan Avenue,[],747431038,US 12,35 mph,primary,1.11,0.1724200002416257,0.647274000907076,0.04561740577821297
6993699850_4956715008,42.3314616,-83.0866080,6993699850,True,42.3314575,-83.0869858,4956715008,4.167,31.05930808900823,True,35.0,15.75,Michigan Avenue,[],747431039,US 12,35 mph,primary,1.11,0.12422729417249913,0.46635597731243583,0.0328669926867812
6993699864_62976279,42.3314758,-83.0841086,6993699864,True,42.3314755,-83.0842342,62976279,4.167,10.324637869366654,True,35.0,15.75,Michigan Avenue,[],747431051,US 12,35 mph,primary,1.11,0.04129524785763801,0.15502459263313292,0.010925542718906512
6993699866_62976279,42.3313941,-83.0842276,6993699866,True,42.3314755,-83.0842342,62976279,4.167,9.067512240107046,True,25.0,11.25,20th Street,[],747431052,[],[],residential,1.11,0.0362671475886211,0.13614883243403972,0.013433351466825253
7037666778_7037666782,42.3392287,-83.0777879,7037666778,True,42.3395105,-83.0769117,7037666782,4.167,78.53809998216317,True,25.0,11.25,[],[],753196678,[],[],service,1.11,0.31412726974707295,1.1792507504829304,0.11635274071431582
7037666782_7037666779,42.3395105,-83.0769117,7037666782,True,42.3395689,-83.0767299,7037666779,4.167,16.292492757266476,True,25.0,11.25,[],[],753196678,[],[],service,1.11,0.06516475784843803,0.2446320233823795,0.024137026307061445
7037666779_2397822426,42.3395689,-83.0767299,7037666779,True,42.3395946,-83.0766493,2397822426,4.167,7.214727937176671,True,25.0,11.25,[],[],753196678,[],[],service,1.11,0.02885660322044905,0.10832924830595601,0.010688485832854328
7037666782_7037666781,42.3395105,-83.0769117,7037666782,True,42.3396418,-83.0769979,7037666781,4.167,16.228149303466953,True,25.0,11.25,[],yes,753196679,[],[],service,1.11,0.06490740462149809,0.24366590545746175,0.024041702671802893
7037666781_7037666780,42.3396418,-83.0769979,7037666781,True,42.3393854,-83.0778662,7037666780,4.167,76.85105791675858,True,25.0,11.25,[],yes,753196679,[],[],service,1.11,0.30737964129573064,1.1539197885399186,0.11385341913593863
7037666780_7037666778,42.3393854,-83.0778662,7037666780,True,42.3392287,-83.0777879,7037666778,4.167,18.574755954414535,True,25.0,11.25,[],yes,753196679,[],[],service,1.11,0.07429308037122845,0.27890023955577375,0.027518156969503015
7037666778_7037713990,42.3392287,-83.0777879,7037666778,True,42.3391980,-83.0778733,7037713990,4.167,7.805277062070645,True,25.0,11.25,[],yes,753196680,[],[],service,1.11,0.03121861075942183,0.117196352283343,0.011563373425289845
7037713990_7037713989,42.3391980,-83.0778733,7037713990,True,42.3391588,-83.0778976,7037713989,4.167,4.794639626480792,True,25.0,11.25,[],yes,753196680,[],[],service,1.11,0.01917702434397565,0.07199158598319506,0.00710316981700858
7037713989_7037713988,42.3391588,-83.0778976,7037713989,True,42.3391065,-83.0778909,7037713988,4.167,5.841509598377377,True,25.0,11.25,[],yes,753196680,[],[],service,1.11,0.02336416925996871,0.08771035432999064,0.008654088293892411
7037713988_7037713987,42.3391065,-83.0778909,7037713988,True,42.3390494,-83.0778666,7037713987,4.167,6.655960597833595,True,25.0,11.25,[],yes,753196680,[],[],service,1.11,0.02662171265432204,0.09993934831581974,0.009860682367160882
7037713987_7037713986,42.3390494,-83.0778666,7037713987,True,42.3390183,-83.0778247,7037713986,4.167,4.880473063852903,True,25.0,11.25,[],yes,753196680,[],[],service,1.11,0.019520330628961295,0.07328037633412766,0.007230330464967264
7037713986_7037713985,42.3390183,-83.0778247,7037713986,True,42.3390069,-83.0777473,7037713985,4.167,6.486743491721017,True,25.0,11.25,[],yes,753196680,[],[],service,1.11,0.02594489837501407,0.097398550926742,0.00960999035810521
7037713985_7037666784,42.3390069,-83.0777473,7037713985,True,42.3390151,-83.0776766,7037666784,4.167,5.882092114444512,True,25.0,11.25,[],yes,753196680,[],[],service,1.11,0.023526486338870937,0.08831970141808575,0.008714210539917796
7037666784_7037666783,42.3390151,-83.0776766,7037666784,True,42.3392874,-83.0767749,7037666783,4.167,80.0590787055974,True,25.0,11.25,[],yes,753196680,[],[],service,1.11,0.3202106979665523,1.2020882688528138,0.11860604252681096
7037666783_7037666782,42.3392874,-83.0767749,7037666783,True,42.3395105,-83.0769117,7037666782,4.167,27.23674284625202,True,25.0,11.25,[],yes,753196680,[],[],service,1.11,0.10893825632450212,0.40896010279657685,0.04035073014259559
62913636_7181797607,42.3308040,-83.0714460,62913636,True,42.3308329,-83.0713288,7181797607,4.167,10.156000967866712,True,25.0,11.25,[],[],769389766,[],[],service,1.11,0.04062075421112996,0.15249250702502568,0.015045927359802536
7181797607_7181797608,42.3308329,-83.0713288,7181797607,True,42.3308929,-83.0711458,7181797608,4.167,16.456224277780333,True,25.0,11.25,[],[],769389766,[],[],service,1.11,0.06581963154059808,0.2470904546213263,0.02437959152263753
7181797608_7181797609,42.3308929,-83.0711458,7181797608,True,42.3308903,-83.0707225,7181797609,4.167,34.797673772343835,True,25.0,11.25,[],[],769389766,[],[],service,1.11,0.1391795607245174,0.5224875941793369,0.05155210929236123
7181797609_7181797610,42.3308903,-83.0707225,7181797609,True,42.3306372,-83.0705642,7181797610,4.167,31.00619918842336,True,25.0,11.25,[],[],769389766,[],[],service,1.11,0.12401487556364835,0.46555854637272304,0.04593510990877535
7181797610_7181797611,42.3306372,-83.0705642,7181797610,True,42.3308025,-83.0700339,7181797611,4.167,47.308900246292566,True,25.0,11.25,[],[],769389766,[],[],service,1.11,0.1892204633481024,0.7103438475419304,0.07008725962413713
7181797611_7181797612,42.3308025,-83.0700339,7181797611,True,42.3308309,-83.0699517,7181797612,4.167,7.458601570128494,True,25.0,11.25,[],[],769389766,[],[],service,1.11,0.02983201971893646,0.1119910145664939,0.011049780103894066
7181797608_7181797613,42.3308929,-83.0711458,7181797608,True,42.3311498,-83.0711613,7181797613,4.167,28.594378109926552,True,25.0,11.25,[],[],769389767,[],[],service,1.11,0.11436836297066856,0.4293450166655638,0.042362041644335637
7181797613_7181797614,42.3311498,-83.0711613,7181797613,True,42.3311625,-83.0705161,7181797614,4.167,53.055862553884424,True,25.0,11.25,[],[],769389767,[],[],service,1.11,0.21220647369764187,0.7966345728811475,0.07860127785760655
7181797614_7181797615,42.3311625,-83.0705161,7181797614,True,42.3312200,-83.0702931,7181797615,4.167,19.414186144974604,True,25.0,11.25,[],[],769389767,[],[],service,1.11,0.07765053253729542,0.2915042964710901,0.028761757251814228
7181797615_7181797616,42.3312200,-83.0702931,7181797615,True,42.3312343,-83.0701800,7181797616,4.167,9.43209113016496,True,25.0,11.25,[],[],769389767,[],[],service,1.11,0.03772534649294041,0.1416229899424168,0.013973468340985125
7181797617_7181797621,42.3309392,-83.0700131,7181797617,True,42.3309639,-83.0699282,7181797621,4.167,7.500001031530509,True,25.0,11.25,[],[],769389768,[],[],service,1.11,0.029997604317776615,0.11261262810105868,0.011111112639304458
7181797621_7181797618,42.3309639,-83.0699282,7181797621,True,42.3310098,-83.0697573,7181797618,4.167,14.946844379745006,True,25.0,11.25,[],[],769389768,[],[],service,1.11,0.05978259491138712,0.22442709278896403,0.022143473155177788
7181797618_7181797619,42.3310098,-83.0697573,7181797618,True,42.3312594,-83.0697609,7181797619,4.167,27.75583131558386,True,25.0,11.25,[],[],769389768,[],[],service,1.11,0.11101444410680689,0.41675422395771555,0.041119750097161276
7181797619_7181797620,42.3312594,-83.0697609,7181797619,True,42.3314015,-83.0697518,7181797620,4.167,15.818496027209042,True,25.0,11.25,[],[],769389768,[],[],service,1.11,0.06326892259502856,0.2375149553634991,0.02343480892919858
6991466149_6991466148,42.3320526,-83.0676038,6991466149,True,42.3323688,-83.0677795,6991466148,4.167,38.01061439405521,True,25.0,11.25,[],[],778414472,[],[],service,1.11,0.15203029515260863,0.5707299458566848,0.05631202132452624
6138044324_7370478041,42.3249062,-83.0708581,6138044324,True,42.3247060,-83.0709788,7370478041,4.167,24.372627571615066,True,25.0,11.25,[],[],788325172,[],[],service,1.11,0.09748271166952671,0.3659553689431691,0.03610759640239269
7370478041_7370477989,42.3247060,-83.0709788,7370478041,True,42.3245963,-83.0710363,7370477989,4.167,13.082011793550624,True,25.0,11.25,[],[],788325172,[],[],service,1.11,0.05232386126530127,0.1964266035067661,0.019380758212667593
7370477989_7370478014,42.3245963,-83.0710363,7370477989,True,42.3245097,-83.0710679,7370478014,4.167,9.973757465698618,True,25.0,11.25,[],[],788325172,[],[],service,1.11,0.039891838515713214,0.14975611810358286,0.014775936986220175
7370478014_6153216456,42.3245097,-83.0710679,7370478014,True,42.3244174,-83.0710995,6153216456,4.167,10.586978641687825,True,25.0,11.25,[],[],788325172,[],[],service,1.11,0.04234452700459093,0.15896364326858595,0.01568441280250048
62554804_7412760474,42.3340500,-83.0676781,62554804,True,42.3340006,-83.0676498,7412760474,4.167,5.965290880843922,True,25.0,11.25,[],[],792737018,[],[],service,1.11,0.02385925478299305,0.08956893214480363,0.008837467971620626
7412760474_7412760473,42.3340006,-83.0676498,7412760474,True,42.3336523,-83.0674484,7412760473,4.167,42.11905255243466,True,25.0,11.25,[],[],792737018,[],[],service,1.11,0.16846273319108335,0.6324182064930128,0.06239859637397727
7412760473_7412760472,42.3336523,-83.0674484,7412760473,True,42.3335979,-83.0674169,7412760472,4.167,6.579879071173727,True,25.0,11.25,[],[],792737018,[],[],service,1.11,0.026317410891823562,0.09879698305065655,0.009747968994331448
7412760472_7412760471,42.3335979,-83.0674169,7412760472,True,42.3335455,-83.0673867,7412760471,4.167,6.333391292648959,True,25.0,11.25,[],[],792737018,[],[],service,1.11,0.025331538647504037,0.09509596535508948,0.009382801915035495
7412760471_7412760470,42.3335455,-83.0673867,7412760471,True,42.3328983,-83.0670125,7412760470,4.167,78.263268714689,True,25.0,11.25,[],[],792737018,[],[],service,1.11,0.3130280326161467,1.1751241548752103,0.11594558328102075
7412760470_7412760469,42.3328983,-83.0670125,7412760470,True,42.3328462,-83.0669823,7412760469,4.167,6.302726486286723,True,25.0,11.25,[],[],792737018,[],[],service,1.11,0.025208889234008172,0.09463553282712796,0.009337372572276625
7530695317_7530695318,42.3256213,-83.0786798,7530695317,True,42.3256877,-83.0784765,7530695318,4.167,18.271451546661204,True,25.0,11.25,[],[],805197983,[],[],service,1.11,0.07307995978986163,0.2743461193192373,0.02706881710616475
7530695318_7530695319,42.3256877,-83.0784765,7530695318,True,42.3257696,-83.0785248,7530695319,4.167,9.934869505147171,True,25.0,11.25,[],[],805197983,[],[],service,1.11,0.03973629911665935,0.14917221479199955,0.014718325192810624
g0_g1,42.32742675018531,-83.09247493743896,g0,True,42.3280930282246,-83.08655261993408,g1,8.334,492.46047761064125,False,,0.0,,,,,,greenway,1.11,0.9848421678478547,7.394301465625244,inf
g1_g0,42.3280930282246,-83.08655261993408,g1,True,42.32742675018531,-83.09247493743896,g0,8.334,492.46047761064125,False,,0.0,,,,,,greenway,1.11,0.9848421678478547,7.394301465625244,inf
g1_g2,42.3280930282246,-83.08655261993408,g1,True,42.32817234656872,-83.08549046516417,g2,8.334,87.76030868600938,False,,0.0,,,,,,greenway,1.11,0.1755065768458711,1.3177223526427833,inf
g2_g1,42.32817234656872,-83.08549046516417,g2,True,42.3280930282246,-83.08655261993408,g1,8.334,87.76030868600938,False,,0.0,,,,,,greenway,1.11,0.1755065768458711,1.3177223526427833,inf
g2_g3,42.32817234656872,-83.08549046516417,g2,True,42.32804543717011,-83.08237910270691,g3,8.334,256.16321497342375,False,,0.0,,,,,,greenway,1.11,0.5122854471110786,3.8462945191204763,inf
g3_g2,42.32804543717011,-83.08237910270691,g3,True,42.32817234656872,-83.08549046516417,g2,8.334,256.16321497342375,False,,0.0,,,,,,greenway,1.11,0.5122854471110786,3.8462945191204763,inf
g3_g4,42.32804543717011,-83.08237910270691,g3,True,42.327728162553406,-83.07932138442993,g4,8.334,253.82887897350082,False,,0.0,,,,,,greenway,1.11,0.5076171485751156,3.811244429031544,inf
g4_g3,42.327728162553406,-83.07932138442993,g4,True,42.32804543717011,-83.08237910270691,g3,8.334,253.82887897350082,False,,0.0,,,,,,greenway,1.11,0.5076171485751156,3.811244429031544,inf
g4_g5,42.327728162553406,-83.07932138442993,g4,True,42.32721258788826,-83.07712197303772,g5,8.334,189.67891334218413,False,,0.0,,,,,,greenway,1.11,0.3793274804859294,2.848031731864626,inf
g5_g4,42.32721258788826,-83.07712197303772,g5,True,42.327728162553406,-83.07932138442993,g4,8.334,189.67891334218413,False,,0.0,,,,,,greenway,1.11,0.3793274804859294,2.848031731864626,inf
g5_g6,42.32721258788826,-83.07712197303772,g5,True,42.32672080503935,-83.07550191879272,g6,8.334,143.97083515840382,False,,0.0,,,,,,greenway,1.11,0.2879186368258616,2.1617242516276844,inf
g6_g5,42.32672080503935,-83.07550191879272,g6,True,42.32721258788826,-83.07712197303772,g5,8.334,143.97083515840382,False,,0.0,,,,,,greenway,1.11,0.2879186368258616,2.1617242516276844,inf
g6_g7,42.32672080503935,-83.07550191879272,g6,True,42.32495194139782,-83.07078123092651,g7,8.334,435.0822847305592,False,,0.0,,,,,,greenway,1.11,0.8700949618641692,6.532767037996384,inf
g7_g6,42.32495194139782,-83.07078123092651,g7,True,42.32672080503935,-83.07550191879272,g6,8.334,435.0822847305592,False,,0.0,,,,,,greenway,1.11,0.8700949618641692,6.532767037996384,inf
g7_g8,42.32495194139782,-83.07078123092651,g7,True,42.32347652830061,-83.06687593460083,g8,8.334,360.5483325918023,False,,0.0,,,,,,greenway,1.11,0.7210389820650395,5.413638627504539,inf
g8_g7,42.32347652830061,-83.06687593460083,g8,True,42.32495194139782,-83.07078123092651,g7,8.334,360.5483325918023,False,,0.0,,,,,,greenway,1.11,0.7210389820650395,5.413638627504539,inf
g8_g9,42.32347652830061,-83.06687593460083,g8,True,42.322984716245884,-83.06539535522461,g9,8.334,133.4431776037185,False,,0.0,,,,,,greenway,1.11,0.2668650060069565,2.003651315371149,inf
g9_g8,42.322984716245884,-83.06539535522461,g9,True,42.32347652830061,-83.06687593460083,g8,8.334,133.4431776037185,False,,0.0,,,,,,greenway,1.11,0.2668650060069565,2.003651315371149,inf
g9_g10,42.322984716245884,-83.06539535522461,g9,True,42.32230251896648,-83.06346416473389,g10,8.334,175.9609166089246,False,,0.0,,,,,,greenway,1.11,0.35189368172331137,2.6420558049388077,inf
g10_g9,42.32230251896648,-83.06346416473389,g10,True,42.322984716245884,-83.06539535522461,g9,8.334,175.9609166089246,False,,0.0,,,,,,greenway,1.11,0.35189368172331137,2.6420558049388077,inf
g10_g11,42.32230251896648,-83.06346416473389,g10,True,42.32168377550236,-83.06155443191528,g11,8.334,171.42059102766646,False,,0.0,,,,,,greenway,1.11,0.34281375695477656,2.5738827481631597,inf
g11_g10,42.32168377550236,-83.06155443191528,g11,True,42.32230251896648,-83.06346416473389,g10,8.334,171.42059102766646,False,,0.0,,,,,,greenway,1.11,0.34281375695477656,2.5738827481631597,inf
g2_6138044337,42.32817234656872,-83.08549046516417,g2,True,42.3281200,-83.0853333,6138044337,8.334,46.583436727848635,False,,0.0,,,,,,greenway_link,1.11,0.09315942070204111,0.699451001919649,inf
6138044337_g2,42.3281200,-83.0853333,6138044337,True,42.32817234656872,-83.08549046516417,g2,8.334,46.583436727848635,False,,0.0,,,,,,greenway_link,1.11,0.09315942070204111,0.699451001919649,inf
g3_6138044306,42.32804543717011,-83.08237910270691,g3,True,42.3279838,-83.0824962,6138044306,8.334,38.82180381827256,False,,0.0,,,,,,greenway_link,1.11,0.07763739664481355,0.5829099672413297,inf
6138044306_g3,42.3279838,-83.0824962,6138044306,True,42.32804543717011,-83.08237910270691,g3,8.334,38.82180381827256,False,,0.0,,,,,,greenway_link,1.11,0.07763739664481355,0.5829099672413297,inf
g4_6138044312,42.327728162553406,-83.07932138442993,g4,True,42.3276844,-83.0794733,6138044312,8.334,44.0663082865241,False,,0.0,,,,,,greenway_link,1.11,0.08812556652772599,0.6616562805784398,inf
6138044312_g4,42.3276844,-83.0794733,6138044312,True,42.327728162553406,-83.07932138442993,g4,8.334,44.0663082865241,False,,0.0,,,,,,greenway_link,1.11,0.08812556652772599,0.6616562805784398,inf
g5_7530273424,42.32721258788826,-83.07712197303772,g5,True,42.3271546,-83.0771629,7530273424,8.334,23.854435679789,False,,0.0,,,,,,greenway_link,1.11,0.04770505495518159,0.35817470990674166,inf
7530273424_g5,42.3271546,-83.0771629,7530273424,True,42.32721258788826,-83.07712197303772,g5,8.334,23.854435679789,False,,0.0,,,,,,greenway_link,1.11,0.04770505495518159,0.35817470990674166,inf
g6_6138044316,42.32672080503935,-83.07550191879272,g6,True,42.3266771,-83.0755546,6138044316,8.334,21.368320923464417,False,,0.0,,,,,,greenway_link,1.11,0.04273322318907371,0.3208456595114777,inf
6138044316_g6,42.3266771,-83.0755546,6138044316,True,42.32672080503935,-83.07550191879272,g6,8.334,21.368320923464417,False,,0.0,,,,,,greenway_link,1.11,0.04273322318907371,0.3208456595114777,inf
g7_6138044324,42.32495194139782,-83.07078123092651,g7,True,42.3249062,-83.0708581,6138044324,8.334,26.644944476028964,False,,0.0,,,,,,greenway_link,1.11,0.05328562610196977,0.40007424138181624,inf
6138044324_g7,42.3249062,-83.0708581,6138044324,True,42.32495194139782,-83.07078123092651,g7,8.334,26.644944476028964,False,,0.0,,,,,,greenway_link,1.11,0.05328562610196977,0.40007424138181624,inf
3491,42.3340500,-83.0676781,62554804,True,42.3339580,-83.0680888,62554803,4.167,35.27498724502077,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.1410886618871321,0.5296544631384499,0.052259240362993724
3492,42.3343790,-83.0664310,62554805,True,42.3340500,-83.0676781,62554804,4.167,108.84199488948545,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.43533315290570934,1.6342641875298114,0.16124739983627473
3493,42.3343950,-83.0663360,62554806,True,42.3343790,-83.0664310,62554805,4.167,8.008946101861358,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.03203322174970546,0.12025444597389426,0.0118651053360909
3494,42.3344050,-83.0662330,62554807,True,42.3343950,-83.0663360,62554806,4.167,8.539130310717654,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.03415378893975544,0.12821516983059542,0.012650563423285414
3495,42.3344100,-83.0661300,62554810,True,42.3344050,-83.0662330,62554807,4.167,8.484657092259235,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.033935913495957266,0.12739725363752605,0.01256986235890257
3496,42.3344090,-83.0659960,62554812,True,42.3344100,-83.0661300,62554810,4.167,11.015129079337408,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.04405699175800899,0.16539232851857968,0.01631870974716653
3497,42.3343990,-83.0658740,62554813,True,42.3344090,-83.0659960,62554812,4.167,10.089648937492349,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.04035536732058375,0.15149623029267792,0.014947628055544221
3498,42.3343840,-83.0657840,62554814,True,42.3343990,-83.0658740,62554813,4.167,7.583541270492069,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.030331738542884845,0.11386698604342445,0.011234875956284548
3499,42.3343640,-83.0656960,62554815,True,42.3343840,-83.0657840,62554814,4.167,7.567598486192137,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.030267972506967993,0.11362760489777982,0.011211257016580942
3500,42.3343370,-83.0656110,62554817,True,42.3343640,-83.0656960,62554815,4.167,7.604589785500828,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.030415925867933877,0.11418302981232473,0.011266058941482708
3501,42.3342820,-83.0654640,62554820,True,42.3343370,-83.0656110,62554817,4.167,13.542706802692907,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.05416649389126033,0.20334394598637998,0.020063269337322824
3502,42.3342360,-83.0653740,62554824,True,42.3342820,-83.0654640,62554820,4.167,8.993955873629073,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.03597294565886358,0.13504438248692302,0.01332437907204307
3503,42.3298972,-83.0770490,4691679933,True,42.3298699,-83.0771140,62781610,4.167,6.145368339302678,True,27.08677685950413,12.189049586776859,Vernor Highway West,yes,8731490,[],[],tertiary,1.11,0.024579506996650978,0.0922727978874276,0.008402854129509552
3504,42.3299499,-83.0769944,5589589269,True,42.3298972,-83.0770490,4691679933,4.167,7.381363334299706,True,27.08677685950413,12.189049586776859,Vernor Highway West,yes,8731490,[],[],tertiary,1.11,0.029523091489879635,0.11083128129579137,0.010092888814874305
3505,42.3300353,-83.0769361,62781609,True,42.3299499,-83.0769944,5589589269,4.167,10.6368659381703,True,27.08677685950413,12.189049586776859,Vernor Highway West,yes,8731490,[],[],tertiary,1.11,0.04254406022786297,0.1597127017743288,0.0145442922114146
3506,42.3310680,-83.0765112,4691680010,True,42.3300353,-83.0769361,62781609,4.167,120.02556776994174,True,27.08677685950413,12.189049586776859,Vernor Highway West,yes,8731490,[],[],tertiary,1.11,0.4800638659704894,1.8021857022513774,0.1641166618658412
3507,42.3312104,-83.0764518,4691680020,True,42.3310680,-83.0765112,4691680010,4.167,16.569930104623175,True,27.08677685950413,12.189049586776859,Vernor Highway West,yes,8731490,[],[],tertiary,1.11,0.0662744184650155,0.24879774931866627,0.022656852757684597
3508,42.3313601,-83.0764333,62589101,True,42.3312104,-83.0764518,4691680020,4.167,16.715202630337156,True,27.08677685950413,12.189049586776859,Vernor Highway West,yes,8731490,[],[],tertiary,1.11,0.06685546208438188,0.2509790184735309,0.022855490784764766
3509,42.3391234,-83.0812032,62594250,True,42.3390602,-83.0812333,62594248,4.167,7.450276734999785,True,25.0,11.25,[],yes,8732037,[],[],secondary_link,1.11,0.029798723042155768,0.11186601704203882,0.011037447014814496
3510,42.3379826,-83.0848258,62596488,True,42.3380293,-83.0847998,62596490,4.167,5.615346176312115,True,25.0,11.25,[],yes,8732270,[],[],secondary_link,1.11,0.022459587938213402,0.08431450715183356,0.008319031372314245
3511,42.3379515,-83.0848192,62596485,True,42.3379826,-83.0848258,62596488,4.167,3.5004525665230695,True,25.0,11.25,[],yes,8732270,[],[],secondary_link,1.11,0.014000690210875409,0.05255934784569173,0.005185855654108252
3512,42.3379298,-83.0847839,62596482,True,42.3379515,-83.0848192,62596485,4.167,3.7736667995516355,True,25.0,11.25,[],yes,8732270,[],[],secondary_link,1.11,0.015093459721428828,0.05666166365693146,0.005590617480817238
3513,42.3379124,-83.0847012,62596478,True,42.3379298,-83.0847839,62596482,4.167,7.067411034409209,True,25.0,11.25,[],yes,8732270,[],[],secondary_link,1.11,0.028267382747017074,0.10611728279893705,0.010470238569495123
3514,42.3371481,-83.0875786,1995297964,True,42.3370396,-83.0876919,1995297947,4.167,15.24078475152499,True,25.0,11.25,[],yes,8732271,[],[],secondary_link,1.11,0.060958262345112355,0.2288406118847596,0.022578940372629617
3515,42.3347292,-83.0712838,333464827,True,42.3346252,-83.0712243,62597279,4.167,12.555958195984607,True,25.0,11.25,Cochrane Street,[],8732350,[],[],residential,1.11,0.05021981519872253,0.1885279008406097,0.018601419549606823
3516,42.3267427,-83.0798966,4519288167,True,42.3266862,-83.0800694,62614034,4.167,15.532836164617553,True,25.0,11.25,Johnson Street,[],8733713,[],[],residential,1.11,0.062126374548506336,0.23322576823750077,0.023011609132766744
3517,42.3269060,-83.0793969,62614040,True,42.3267427,-83.0798966,4519288167,4.167,44.91366296654118,True,25.0,11.25,Johnson Street,[],8733713,[],[],residential,1.11,0.17964028064371323,0.6743793238219397,0.06653875995043138
3518,42.3334395,-83.0821116,4691680315,True,42.3333783,-83.0823276,62615796,4.167,19.014564301334833,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.07605217303149682,0.28550396848851095,0.02816972489086642
3519,42.3334863,-83.0819758,62615799,True,42.3334395,-83.0821116,4691680315,4.167,12.316108100677605,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.04926049156338535,0.18492654805822228,0.01824608607507793
3520,42.3335572,-83.0817489,4691680313,True,42.3334863,-83.0819758,62615799,4.167,20.248820125491285,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.0809888013978533,0.30403633822058984,0.029998252037764867
3521,42.3335828,-83.0816671,62615800,True,42.3335572,-83.0817489,4691680313,4.167,7.301644634447282,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.029204242198413256,0.10963430382052976,0.01081725131029227
3522,42.3339190,-83.0805926,5698733958,True,42.3335828,-83.0816671,62615800,4.167,95.9087556692014,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.3836043343300592,1.4400714064444655,0.1420870454358539
3523,42.3339473,-83.0805021,62615802,True,42.3339190,-83.0805926,5698733958,4.167,8.077200488195377,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.032306217455385075,0.12127928660954018,0.011966222945474633
3524,42.3339722,-83.0804226,4691680295,True,42.3339473,-83.0805021,62615802,4.167,7.097163191416311,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.028386381855116837,0.10656401188312778,0.010514315839135277
3525,42.3342540,-83.0795218,62615804,True,42.3339722,-83.0804226,4691680295,4.167,80.40186838549072,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.32158174700220266,1.207235261043404,0.11911387908961588
3526,42.3344129,-83.0790141,3755258293,True,42.3342540,-83.0795218,62615804,4.167,45.3184087746104,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.1812591343676922,0.6804565882073632,0.06713838336979318
