"","P000","P001","P002","P003","P004","P005","P006","P007","P008","P009","P010","P011","P012","P013","P014","P015","P016","P017","P018","P019","P020","P021","P022","P023","id","cluster","cluster_name"
"5744","H","H","H","H","H","H","H","H","H","H","D","D","H","H","H","H","H","H","H","H","H","H","H","H",5744,0,"Homemakers"
"5745","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5745,0,"Homemakers"
"5746","H","H","H","H","H","H","H","H","R","R","R","R","G","H","H","H","H","R","R","R","R","H","H","H",5746,2,"Afternoon Adventurers"
"5747","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5747,0,"Homemakers"
"5748","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5748,0,"Homemakers"
"5749","H","H","H","H","H","H","H","H","H","V","G","G","G","V","V","V","V","V","V","V","V","V","V","V",5749,4,"Socialites"
"5750","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5750,0,"Homemakers"
"5751","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5751,0,"Homemakers"
"5752","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5752,0,"Homemakers"
"5753","H","H","H","H","H","H","H","H","H","G","D","D","H","H","H","H","H","H","X","H","H","H","H","H",5753,0,"Homemakers"
"5754","H","H","H","H","H","H","H","H","H","G","G","G","H","H","H","H","H","H","X","H","H","H","H","H",5754,0,"Homemakers"
"5755","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","X","H","H","H",5755,1,"9-to-5ers"
"5756","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","X","H","H","H",5756,1,"9-to-5ers"
"5757","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5757,0,"Homemakers"
"5758","H","H","H","H","H","H","H","H","H","H","H","E","E","E","H","H","H","H","H","H","H","H","H","H",5758,0,"Homemakers"
"5759","H","H","H","H","H","H","H","S","G","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H",5759,0,"Homemakers"
"5760","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5760,0,"Homemakers"
"5761","H","H","H","H","H","H","H","H","H","H","P","P","H","H","H","P","V","V","V","V","V","H","H","H",5761,4,"Socialites"
"5762","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H",5762,1,"9-to-5ers"
"5763","H","H","H","H","H","H","H","H","H","H","H","H","D","G","G","G","D","H","H","H","H","H","H","H",5763,0,"Homemakers"
"5764","H","H","H","H","H","H","H","H","E","G","V","V","V","H","H","H","H","H","H","H","H","H","H","H",5764,0,"Homemakers"
"5765","H","H","H","H","H","H","H","H","E","G","V","V","V","H","H","H","H","H","H","H","H","H","H","H",5765,0,"Homemakers"
"5766","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","E","G","H","H","H","H","H","H",5766,1,"9-to-5ers"
"5767","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","E","G","H","H","H","H","H","H",5767,1,"9-to-5ers"
"5768","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5768,0,"Homemakers"
"5769","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5769,0,"Homemakers"
"5770","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5770,0,"Homemakers"
"5771","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5771,0,"Homemakers"
"5772","H","H","H","H","H","H","H","H","H","P","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5772,0,"Homemakers"
"5773","H","H","H","H","H","H","H","H","H","H","H","D","H","H","D","H","H","H","H","H","H","H","H","H",5773,0,"Homemakers"
"5774","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5774,0,"Homemakers"
"5775","H","H","H","H","H","H","H","H","H","V","V","H","H","H","H","H","H","H","H","H","H","H","H","H",5775,0,"Homemakers"
"5776","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5776,0,"Homemakers"
"5777","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5777,0,"Homemakers"
"5778","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5778,0,"Homemakers"
"5779","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5779,0,"Homemakers"
"5780","H","H","H","H","H","H","H","H","H","E","E","G","H","H","H","H","H","H","H","H","H","H","H","H",5780,0,"Homemakers"
"5781","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5781,0,"Homemakers"
"5782","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5782,0,"Homemakers"
"5783","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5783,0,"Homemakers"
"5784","H","H","H","H","H","H","H","H","H","Z","Z","Z","H","H","H","H","H","D","R","R","V","H","H","H",5784,0,"Homemakers"
"5785","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5785,0,"Homemakers"
"5786","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","E","V","V","R","R","R","H","H",5786,2,"Afternoon Adventurers"
"5787","H","H","H","H","H","H","H","H","P","H","H","H","H","H","H","H","E","V","V","R","R","R","H","H",5787,2,"Afternoon Adventurers"
"5788","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5788,0,"Homemakers"
"5789","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5789,0,"Homemakers"
"5790","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5790,1,"9-to-5ers"
"5791","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5791,0,"Homemakers"
"5792","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","S","G","G","H","H","H","H","H","H",5792,0,"Homemakers"
"5793","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","G","H","H","H","H","H",5793,0,"Homemakers"
"5794","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","X","X","H","H","H","H",5794,1,"9-to-5ers"
"5795","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5795,0,"Homemakers"
"5796","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5796,0,"Homemakers"
"5797","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H","H","H","R","R","H","H","H","H",5797,1,"9-to-5ers"
"5798","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",5798,1,"9-to-5ers"
"5799","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",5799,1,"9-to-5ers"
"5800","H","H","H","H","H","H","H","H","W","W","W","W","W","G","H","H","H","H","H","H","H","H","H","H",5800,5,"Work-Life Balancers"
"5801","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5801,0,"Homemakers"
"5802","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5802,0,"Homemakers"
"5803","H","H","H","H","H","H","H","H","H","H","P","P","P","H","H","H","H","H","H","H","H","H","H","H",5803,0,"Homemakers"
"5804","H","H","H","H","H","H","H","H","S","G","H","X","X","X","H","H","H","H","H","H","H","H","H","H",5804,0,"Homemakers"
"5805","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H","H",5805,1,"9-to-5ers"
"5806","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","R","R","H","H","H",5806,2,"Afternoon Adventurers"
"5807","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5807,0,"Homemakers"
"5808","H","H","H","H","H","H","H","H","H","H","E","E","E","H","R","R","R","R","H","E","E","R","H","H",5808,2,"Afternoon Adventurers"
"5809","H","H","H","H","H","H","H","H","H","H","E","E","E","H","R","R","R","R","H","E","E","R","H","H",5809,2,"Afternoon Adventurers"
"5810","H","H","H","H","H","H","H","Z","D","D","G","G","E","E","G","H","H","H","R","R","H","H","H","H",5810,0,"Homemakers"
"5811","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5811,0,"Homemakers"
"5812","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5812,0,"Homemakers"
"5813","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5813,0,"Homemakers"
"5814","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5814,0,"Homemakers"
"5815","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5815,0,"Homemakers"
"5816","H","H","H","H","H","H","H","H","G","H","H","Z","Z","Z","Z","Z","Z","R","R","R","V","V","H","H",5816,0,"Homemakers"
"5817","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5817,1,"9-to-5ers"
"5818","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5818,1,"9-to-5ers"
"5819","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5819,1,"9-to-5ers"
"5820","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",5820,1,"9-to-5ers"
"5821","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5821,0,"Homemakers"
"5822","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5822,0,"Homemakers"
"5823","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5823,0,"Homemakers"
"5824","H","H","H","H","H","H","H","H","S","S","S","W","W","W","W","W","R","R","H","H","H","H","H","H",5824,5,"Work-Life Balancers"
"5825","H","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H","H","H","H","H","H","H",5825,0,"Homemakers"
"5826","H","H","H","H","H","W","W","W","H","H","H","H","H","W","W","W","H","H","H","H","H","H","H","H",5826,5,"Work-Life Balancers"
"5827","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",5827,1,"9-to-5ers"
"5828","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",5828,1,"9-to-5ers"
"5829","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5829,0,"Homemakers"
"5830","H","H","H","H","H","H","H","H","S","E","E","E","H","H","H","S","H","H","H","H","H","H","H","H",5830,0,"Homemakers"
"5831","H","H","H","H","H","H","H","H","H","H","E","E","S","S","S","S","S","H","H","H","H","H","H","H",5831,0,"Homemakers"
"5832","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H",5832,1,"9-to-5ers"
"5833","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5833,0,"Homemakers"
"5834","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5834,0,"Homemakers"
"5835","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5835,0,"Homemakers"
"5836","H","H","H","H","H","H","H","H","H","X","G","H","H","H","H","H","H","H","H","H","H","H","H","H",5836,0,"Homemakers"
"5837","H","H","H","H","H","H","H","H","H","E","H","H","E","H","H","E","E","E","E","H","H","H","H","H",5837,0,"Homemakers"
"5838","H","H","H","H","H","H","H","H","H","E","H","H","E","H","H","H","H","H","H","H","H","H","H","H",5838,0,"Homemakers"
"5839","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5839,0,"Homemakers"
"5840","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5840,0,"Homemakers"
"5841","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",5841,5,"Work-Life Balancers"
"5842","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",5842,1,"9-to-5ers"
"5843","H","H","H","H","H","H","H","H","H","H","H","H","H","H","V","V","V","E","R","R","R","R","H","H",5843,2,"Afternoon Adventurers"
"5844","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5844,0,"Homemakers"
"5845","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5845,0,"Homemakers"
"5846","H","H","H","H","H","H","H","H","H","H","H","H","H","H","V","V","H","H","H","H","H","H","H","H",5846,0,"Homemakers"
"5847","H","H","H","H","H","H","H","H","H","Z","Z","E","H","X","X","H","H","H","H","H","H","H","H","H",5847,0,"Homemakers"
"5848","H","H","H","H","H","H","H","H","D","W","W","W","W","W","W","S","H","S","H","H","H","H","H","H",5848,5,"Work-Life Balancers"
"5849","H","H","H","H","H","H","W","W","W","W","W","W","W","W","G","D","H","D","G","H","H","H","H","H",5849,1,"9-to-5ers"
"5850","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5850,0,"Homemakers"
"5851","H","H","H","H","H","H","H","W","W","W","W","E","W","W","W","W","X","X","H","H","H","H","H","H",5851,1,"9-to-5ers"
"5852","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H",5852,1,"9-to-5ers"
"5853","H","H","H","H","H","H","H","H","H","H","H","G","H","H","G","H","H","H","H","H","H","H","H","H",5853,0,"Homemakers"
"5854","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","X","X","X","X","X",5854,0,"Homemakers"
"5855","H","H","H","H","H","H","H","H","H","H","H","H","X","X","S","S","H","X","X","H","H","H","H","H",5855,0,"Homemakers"
"5856","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5856,0,"Homemakers"
"5857","H","H","H","H","H","H","H","P","P","H","H","H","P","H","H","H","H","H","H","H","H","H","H","H",5857,0,"Homemakers"
"5858","H","H","H","H","H","H","H","P","P","P","P","P","P","H","H","H","H","H","H","H","H","H","H","H",5858,0,"Homemakers"
"5859","H","H","H","H","H","H","H","H","H","H","V","V","V","V","S","V","V","D","H","H","H","H","H","H",5859,4,"Socialites"
"5860","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5860,0,"Homemakers"
"5861","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5861,0,"Homemakers"
"5862","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5862,0,"Homemakers"
"5863","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5863,0,"Homemakers"
"5864","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","G","H","H","H","H","H","H","H","H",5864,1,"9-to-5ers"
"5865","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",5865,1,"9-to-5ers"
"5866","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5866,1,"9-to-5ers"
"5867","H","H","H","H","H","H","H","W","W","W","W","W","W","W","D","H","H","H","H","H","H","H","H","H",5867,1,"9-to-5ers"
"5868","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","G","E","H","H","H",5868,0,"Homemakers"
"5869","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",5869,5,"Work-Life Balancers"
"5870","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5870,0,"Homemakers"
"5871","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5871,1,"9-to-5ers"
"5872","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",5872,1,"9-to-5ers"
"5873","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5873,0,"Homemakers"
"5874","H","H","H","H","H","H","H","H","R","R","R","R","D","H","H","E","H","E","E","R","R","R","H","H",5874,2,"Afternoon Adventurers"
"5875","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","E","E","R","R","R","H","H",5875,2,"Afternoon Adventurers"
"5876","H","H","H","H","H","H","H","H","H","H","H","H","H","P","G","H","H","H","H","H","H","H","H","H",5876,0,"Homemakers"
"5877","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5877,0,"Homemakers"
"5878","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5878,0,"Homemakers"
"5879","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5879,0,"Homemakers"
"5880","H","H","H","H","H","H","H","H","H","H","V","V","H","H","H","H","H","H","H","H","H","H","H","H",5880,0,"Homemakers"
"5881","H","H","H","H","H","H","D","H","H","H","H","H","H","H","D","H","H","H","H","H","H","H","H","H",5881,0,"Homemakers"
"5882","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5882,0,"Homemakers"
"5883","H","H","H","H","H","H","H","C","C","C","C","C","C","C","C","H","H","H","H","H","H","H","H","H",5883,6,"Students"
"5884","H","H","H","H","H","H","H","H","H","H","H","E","E","E","H","H","H","H","H","H","H","H","H","H",5884,0,"Homemakers"
"5885","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","V","V","V","V","V","H",5885,4,"Socialites"
"5886","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","V","V","V","V","V","H",5886,4,"Socialites"
"5887","H","H","H","H","H","H","H","H","D","H","H","H","H","E","G","H","H","H","H","H","H","H","H","H",5887,0,"Homemakers"
"5888","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5888,0,"Homemakers"
"5889","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5889,0,"Homemakers"
"5890","H","H","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H","H","H","H","H","H",5890,0,"Homemakers"
"5891","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","H","H",5891,3,"Night-shifters"
"5892","H","H","H","H","H","H","H","H","H","H","H","S","H","H","H","H","H","H","H","H","H","H","H","H",5892,0,"Homemakers"
"5893","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5893,0,"Homemakers"
"5894","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",5894,1,"9-to-5ers"
"5895","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",5895,1,"9-to-5ers"
"5896","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5896,0,"Homemakers"
