"","P000","P001","P002","P003","P004","P005","P006","P007","P008","P009","P010","P011","P012","P013","P014","P015","P016","P017","P018","P019","P020","P021","P022","P023","id","cluster","cluster_name"
"3097","H","H","H","H","H","H","H","H","H","H","H","H","G","G","G","H","H","H","H","H","H","H","H","H",3097,0,"Homemakers"
"3098","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3098,0,"Homemakers"
"3099","H","H","H","H","H","H","H","H","R","R","R","R","R","R","R","R","H","R","R","E","E","E","H","H",3099,2,"Afternoon Adventurers"
"3100","H","H","H","H","H","H","H","H","R","R","R","R","R","R","R","R","H","R","R","E","E","E","H","H",3100,2,"Afternoon Adventurers"
"3101","H","H","H","H","H","H","H","W","W","W","W","W","X","W","W","W","H","H","R","R","H","H","H","H",3101,1,"9-to-5ers"
"3102","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3102,1,"9-to-5ers"
"3103","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","D","D","D","H","H",3103,0,"Homemakers"
"3104","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3104,5,"Work-Life Balancers"
"3105","H","H","H","H","H","H","H","H","H","D","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3105,0,"Homemakers"
"3106","H","H","H","H","H","H","H","H","P","P","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3106,0,"Homemakers"
"3107","H","H","H","H","H","H","H","H","C","C","C","C","C","H","H","P","P","W","W","W","W","H","H","H",3107,6,"Students"
"3108","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3108,0,"Homemakers"
"3109","H","H","H","H","H","H","H","H","H","H","H","H","H","H","P","H","H","H","H","H","H","H","H","H",3109,0,"Homemakers"
"3110","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3110,0,"Homemakers"
"3111","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3111,0,"Homemakers"
"3112","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3112,0,"Homemakers"
"3113","H","H","H","H","H","H","H","H","W","W","W","E","W","W","W","W","W","H","H","H","H","H","H","H",3113,5,"Work-Life Balancers"
"3114","H","H","H","H","H","H","H","W","W","W","W","E","W","W","W","W","D","H","H","H","H","H","H","H",3114,5,"Work-Life Balancers"
"3115","H","H","H","H","H","H","H","H","Z","X","X","H","H","Z","H","H","H","H","H","H","H","H","H","H",3115,0,"Homemakers"
"3116","H","H","H","H","H","H","H","H","W","W","W","W","H","W","W","W","W","H","H","H","H","H","H","H",3116,5,"Work-Life Balancers"
"3117","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H",3117,1,"9-to-5ers"
"3118","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3118,0,"Homemakers"
"3119","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3119,0,"Homemakers"
"3120","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","D","D","H","H","H","H","H","H",3120,0,"Homemakers"
"3121","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H",3121,3,"Night-shifters"
"3122","H","H","H","H","H","H","W","H","H","H","H","H","G","G","G","H","H","H","H","H","H","H","H","H",3122,0,"Homemakers"
"3123","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3123,0,"Homemakers"
"3124","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3124,0,"Homemakers"
"3125","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3125,0,"Homemakers"
"3126","H","H","H","H","H","H","H","H","H","H","H","H","G","H","H","X","X","X","X","X","H","H","H","H",3126,0,"Homemakers"
"3127","H","H","H","H","H","H","H","H","H","H","H","H","G","H","H","X","X","X","X","X","H","H","H","H",3127,0,"Homemakers"
"3128","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","S","H","H","H","H","H","H","H",3128,0,"Homemakers"
"3129","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","X","X","X","X","X","X","X",3129,1,"9-to-5ers"
"3130","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3130,0,"Homemakers"
"3131","H","H","H","H","X","W","W","W","W","W","W","W","W","W","W","W","X","X","X","X","X","X","X","X",3131,1,"9-to-5ers"
"3132","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",3132,1,"9-to-5ers"
"3133","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H","H","H",3133,0,"Homemakers"
"3134","H","H","H","H","H","H","W","W","W","W","W","H","H","H","G","H","H","H","H","H","H","H","H","H",3134,5,"Work-Life Balancers"
"3135","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3135,0,"Homemakers"
"3136","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3136,0,"Homemakers"
"3137","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3137,0,"Homemakers"
"3138","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3138,0,"Homemakers"
"3139","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3139,0,"Homemakers"
"3140","H","H","H","H","H","H","H","D","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H",3140,1,"9-to-5ers"
"3141","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","S","H","H","H","H","H","H","H","H",3141,0,"Homemakers"
"3142","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3142,0,"Homemakers"
"3143","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3143,0,"Homemakers"
"3144","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3144,0,"Homemakers"
"3145","H","H","H","H","H","H","H","H","H","W","H","R","R","R","R","R","R","H","H","H","H","H","H","H",3145,2,"Afternoon Adventurers"
"3146","H","H","H","H","H","H","H","W","W","D","P","P","H","W","H","H","H","H","R","R","R","H","H","H",3146,5,"Work-Life Balancers"
"3147","H","H","H","H","H","E","W","W","W","W","W","W","W","W","W","W","H","R","R","R","R","H","H","H",3147,1,"9-to-5ers"
"3148","H","H","H","H","H","H","H","H","X","P","G","W","W","W","W","H","D","S","E","V","E","D","H","H",3148,5,"Work-Life Balancers"
"3149","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H",3149,1,"9-to-5ers"
"3150","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",3150,1,"9-to-5ers"
"3151","H","H","H","H","H","H","H","H","H","H","P","S","H","H","H","H","H","H","H","H","H","H","H","H",3151,0,"Homemakers"
"3152","H","H","H","H","H","H","H","H","H","H","H","H","H","E","H","H","H","G","H","H","E","E","H","H",3152,0,"Homemakers"
"3153","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","E","E","H","H",3153,0,"Homemakers"
"3154","H","H","H","H","H","H","H","V","V","V","H","V","H","H","H","H","H","H","H","H","H","H","H","H",3154,0,"Homemakers"
"3155","H","H","H","H","H","H","H","H","H","H","H","H","P","P","H","S","S","H","H","H","H","H","H","H",3155,0,"Homemakers"
"3156","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","R","R","H","H","H","H","H","H",3156,1,"9-to-5ers"
"3157","H","H","H","H","H","H","H","H","H","W","W","W","W","W","D","P","W","W","W","W","W","H","H","H",3157,1,"9-to-5ers"
"3158","H","H","H","H","H","H","H","H","H","H","H","H","H","G","G","G","H","H","H","H","H","H","H","H",3158,0,"Homemakers"
"3159","H","H","H","H","H","H","H","C","C","C","C","C","C","C","R","R","R","R","R","E","H","H","H","H",3159,6,"Students"
"3160","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","H","H","H","H","H","H",3160,5,"Work-Life Balancers"
"3161","H","H","H","H","X","H","W","W","W","W","W","P","W","W","W","W","H","H","H","H","H","H","H","H",3161,1,"9-to-5ers"
"3162","H","H","H","H","H","H","H","H","R","R","H","V","G","H","H","H","H","R","R","R","H","H","H","H",3162,2,"Afternoon Adventurers"
"3163","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","V","V","V","V","V","V","V","V",3163,1,"9-to-5ers"
"3164","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3164,0,"Homemakers"
"3165","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H","H",3165,1,"9-to-5ers"
"3166","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3166,0,"Homemakers"
"3167","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3167,0,"Homemakers"
"3168","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3168,1,"9-to-5ers"
"3169","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3169,1,"9-to-5ers"
"3170","H","H","H","H","H","W","H","W","W","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H",3170,1,"9-to-5ers"
"3171","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","D","D","D","H","H","H","H","H",3171,1,"9-to-5ers"
"3172","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H",3172,1,"9-to-5ers"
"3173","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3173,1,"9-to-5ers"
"3174","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3174,1,"9-to-5ers"
"3175","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3175,0,"Homemakers"
"3176","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H",3176,0,"Homemakers"
"3177","H","H","H","H","H","H","H","H","H","H","P","P","H","H","H","H","H","H","H","H","H","H","H","H",3177,0,"Homemakers"
"3178","H","H","H","H","H","H","H","H","H","S","H","E","H","H","H","H","H","H","H","H","H","H","H","H",3178,0,"Homemakers"
"3179","H","H","H","H","H","H","H","H","H","H","H","H","X","X","H","H","H","H","D","S","H","H","H","H",3179,0,"Homemakers"
"3180","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W",3180,1,"9-to-5ers"
"3181","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3181,0,"Homemakers"
"3182","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3182,0,"Homemakers"
"3183","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3183,0,"Homemakers"
"3184","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3184,0,"Homemakers"
"3185","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3185,0,"Homemakers"
"3186","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H","H","H","D","H","H","H","H",3186,0,"Homemakers"
"3187","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","H","H","H","H",3187,0,"Homemakers"
"3188","H","H","H","H","H","H","H","H","H","V","V","H","H","H","H","H","H","H","H","H","H","H","H","H",3188,0,"Homemakers"
"3189","H","H","H","H","H","H","H","H","H","H","H","H","G","E","H","H","H","H","H","H","H","H","H","H",3189,0,"Homemakers"
"3190","H","H","H","H","H","H","H","H","H","H","H","H","G","E","H","H","H","H","H","H","H","H","H","H",3190,0,"Homemakers"
"3191","H","H","H","H","H","H","H","H","H","H","G","G","P","P","P","P","P","P","H","H","H","H","H","H",3191,0,"Homemakers"
"3192","H","H","H","H","H","H","H","H","H","H","H","H","G","E","H","H","H","H","H","H","H","H","H","H",3192,0,"Homemakers"
"3193","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3193,1,"9-to-5ers"
"3194","H","H","H","H","H","H","H","W","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H",3194,1,"9-to-5ers"
"3195","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3195,0,"Homemakers"
"3196","H","H","H","H","H","H","H","H","H","H","V","H","H","H","H","H","H","H","H","H","H","H","H","H",3196,0,"Homemakers"
"3197","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","E","E","E","H","H","H","H",3197,0,"Homemakers"
"3198","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","E","E","E","H","H","H","H",3198,0,"Homemakers"
"3199","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H","H",3199,1,"9-to-5ers"
"3200","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3200,0,"Homemakers"
"3201","H","H","H","H","H","H","H","H","H","W","W","H","W","W","W","W","W","H","H","H","H","H","H","H",3201,5,"Work-Life Balancers"
"3202","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3202,1,"9-to-5ers"
"3203","H","H","H","H","H","H","H","H","H","H","D","D","G","G","H","H","H","H","X","H","H","H","H","H",3203,0,"Homemakers"
"3204","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3204,0,"Homemakers"
"3205","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3205,1,"9-to-5ers"
"3206","H","H","H","H","W","W","W","W","W","W","W","R","R","R","R","H","H","H","H","H","H","H","H","H",3206,5,"Work-Life Balancers"
"3207","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3207,1,"9-to-5ers"
"3208","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3208,0,"Homemakers"
"3209","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3209,0,"Homemakers"
"3210","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3210,0,"Homemakers"
"3211","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3211,0,"Homemakers"
"3212","H","H","H","H","H","H","W","W","W","W","W","W","W","W","G","W","W","W","W","W","W","H","H","H",3212,1,"9-to-5ers"
"3213","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",3213,1,"9-to-5ers"
"3214","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3214,1,"9-to-5ers"
"3215","H","H","H","H","H","H","H","H","H","H","H","H","H","H","D","H","H","H","H","H","H","H","H","H",3215,0,"Homemakers"
"3216","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3216,0,"Homemakers"
"3217","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3217,0,"Homemakers"
"3218","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3218,0,"Homemakers"
"3219","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3219,0,"Homemakers"
"3220","H","H","H","H","H","H","H","H","H","E","E","R","R","E","E","G","G","G","R","R","R","R","R","R",3220,2,"Afternoon Adventurers"
"3221","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",3221,1,"9-to-5ers"
"3222","H","H","H","H","H","H","C","C","C","C","C","C","C","C","H","W","W","W","W","H","H","H","H","H",3222,6,"Students"
"3223","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3223,0,"Homemakers"
"3224","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3224,0,"Homemakers"
"3225","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3225,0,"Homemakers"
"3226","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3226,0,"Homemakers"
"3227","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H",3227,1,"9-to-5ers"
"3228","H","H","H","H","H","H","H","H","H","W","X","X","E","H","H","H","H","H","H","H","H","H","H","H",3228,0,"Homemakers"
"3229","H","H","H","H","H","H","H","H","H","H","H","H","E","H","H","H","H","X","H","H","H","H","H","H",3229,0,"Homemakers"
"3230","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3230,0,"Homemakers"
"3231","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3231,0,"Homemakers"
"3232","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3232,0,"Homemakers"
"3233","H","H","H","H","H","H","H","H","H","H","D","S","E","H","H","H","H","H","H","H","H","H","H","H",3233,0,"Homemakers"
"3234","H","H","H","H","H","H","H","H","H","H","H","H","H","G","G","G","G","H","H","H","H","H","H","H",3234,0,"Homemakers"
"3235","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3235,1,"9-to-5ers"
"3236","H","H","H","H","H","H","H","H","H","H","H","H","H","S","S","S","V","V","V","H","H","H","H","H",3236,0,"Homemakers"
"3237","H","H","H","H","H","H","H","H","H","H","H","H","H","E","E","H","H","H","H","H","H","H","H","H",3237,0,"Homemakers"
"3238","H","H","H","H","H","H","H","H","H","H","H","H","V","E","E","H","H","H","H","H","H","H","H","H",3238,0,"Homemakers"
"3239","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3239,0,"Homemakers"
"3240","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3240,0,"Homemakers"
"3241","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","E","H","H","H","H","H",3241,1,"9-to-5ers"
"3242","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","E","H","H","H","H","H",3242,1,"9-to-5ers"
"3243","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","S","H","H","H","H","H","H","H","H",3243,1,"9-to-5ers"
"3244","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","H","H","H","H","H","H","H",3244,5,"Work-Life Balancers"
"3245","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3245,0,"Homemakers"
"3246","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3246,0,"Homemakers"
"3247","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3247,0,"Homemakers"
"3248","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3248,0,"Homemakers"
"3249","H","H","H","H","H","H","H","W","W","W","W","W","W","E","W","W","H","H","H","H","H","H","H","H",3249,1,"9-to-5ers"
"3250","H","H","H","H","H","H","H","H","H","H","X","H","H","W","W","W","W","W","W","W","W","G","H","H",3250,3,"Night-shifters"
"3251","H","H","H","H","H","H","H","H","H","H","H","G","H","H","H","X","H","H","H","H","H","H","H","H",3251,0,"Homemakers"
"3252","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","X","H","H","H","H","H","H","H","H",3252,0,"Homemakers"
"3253","H","H","H","H","H","H","H","H","H","S","S","H","H","H","H","H","H","H","E","E","H","H","H","H",3253,0,"Homemakers"
"3254","H","H","H","H","H","H","H","H","H","H","G","S","H","H","H","G","H","H","E","E","H","H","H","H",3254,0,"Homemakers"
"3255","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3255,0,"Homemakers"
"3256","H","H","H","H","H","H","H","W","W","W","S","W","W","W","W","W","W","H","E","E","H","H","H","H",3256,1,"9-to-5ers"
"3257","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","S","E","E","G","G","H","H","H","H",3257,0,"Homemakers"
"3258","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H","H","G","R","R","R","R","R","R",3258,1,"9-to-5ers"
"3259","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H","G","R","R","R","R","R","R",3259,1,"9-to-5ers"
"3260","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3260,1,"9-to-5ers"
"3261","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","H","W","W","W","W","E","H","H",3261,1,"9-to-5ers"
"3262","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3262,0,"Homemakers"
"3263","H","H","H","H","H","H","H","H","D","W","W","W","W","W","W","W","D","H","X","X","H","H","H","H",3263,1,"9-to-5ers"
"3264","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3264,0,"Homemakers"
"3265","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","G","H","H","H","H","H","H","H",3265,1,"9-to-5ers"
"3266","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H",3266,1,"9-to-5ers"
"3267","H","H","H","H","H","H","H","C","C","C","C","C","C","C","V","V","H","H","H","H","H","H","H","H",3267,6,"Students"
"3268","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","Z","H","H","H","H","H","H","H",3268,1,"9-to-5ers"
"3269","H","H","H","H","H","H","H","X","X","X","G","H","H","H","W","W","W","W","E","E","X","H","H","H",3269,5,"Work-Life Balancers"
"3270","H","H","H","H","H","H","H","H","E","W","W","W","W","W","W","D","H","H","H","H","H","H","H","H",3270,5,"Work-Life Balancers"
"3271","H","H","H","H","H","H","H","H","H","H","H","H","G","H","X","H","H","H","H","H","H","H","H","H",3271,0,"Homemakers"
"3272","H","H","H","H","H","H","H","H","R","E","E","H","H","H","H","D","D","H","H","H","H","H","H","H",3272,0,"Homemakers"
"3273","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3273,0,"Homemakers"
"3274","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3274,0,"Homemakers"
"3275","H","H","H","H","H","H","H","H","H","H","W","W","H","H","H","H","H","H","H","H","H","H","H","H",3275,0,"Homemakers"
"3276","H","H","H","H","H","H","H","H","H","G","E","H","V","V","G","V","V","H","H","H","H","H","H","H",3276,4,"Socialites"
"3277","H","H","H","H","H","H","H","H","H","H","H","V","V","G","G","V","V","H","H","H","H","H","H","H",3277,4,"Socialites"
"3278","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H",3278,1,"9-to-5ers"
"3279","H","H","H","H","H","H","H","C","C","C","C","H","H","H","H","H","H","W","W","W","W","W","H","H",3279,6,"Students"
"3280","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H","H",3280,3,"Night-shifters"
"3281","H","H","H","H","H","H","D","W","W","W","W","E","W","W","W","W","W","G","D","E","H","D","H","H",3281,1,"9-to-5ers"
"3282","H","H","H","H","H","W","H","H","H","H","H","H","H","H","H","H","H","H","G","E","H","W","W","W",3282,0,"Homemakers"
"3283","H","H","H","H","H","H","H","R","R","R","R","R","R","H","P","P","H","H","E","E","E","H","H","H",3283,2,"Afternoon Adventurers"
"3284","H","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H","H","H","H","H","H","H",3284,0,"Homemakers"
"3285","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3285,0,"Homemakers"
"3286","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3286,0,"Homemakers"
"3287","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3287,0,"Homemakers"
"3288","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","H","H","H","H","H",3288,5,"Work-Life Balancers"
"3289","H","H","H","H","H","H","H","H","H","H","H","H","H","H","S","W","H","H","H","H","H","H","H","H",3289,0,"Homemakers"
"3290","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W",3290,1,"9-to-5ers"
"3291","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3291,0,"Homemakers"
"3292","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3292,0,"Homemakers"
"3293","H","H","H","H","H","W","W","W","W","W","W","W","W","W","D","D","H","H","H","H","H","H","H","H",3293,1,"9-to-5ers"
"3294","H","H","H","H","H","H","H","H","H","V","V","V","V","V","V","D","H","H","H","H","H","H","H","H",3294,4,"Socialites"
"3295","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","H","H","H","H","H","H","H","H",3295,5,"Work-Life Balancers"
"3296","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3296,0,"Homemakers"
"3297","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","V","R","R","R","R","H","H","H",3297,1,"9-to-5ers"
"3298","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3298,0,"Homemakers"
"3299","H","H","H","H","H","H","H","H","H","V","R","R","V","V","D","D","D","D","H","E","E","H","H","H",3299,0,"Homemakers"
"3300","H","H","H","H","H","H","H","H","H","H","H","E","S","H","H","H","H","H","E","H","H","H","H","H",3300,0,"Homemakers"
"3301","H","H","H","H","H","H","H","C","C","C","C","C","C","C","C","H","H","H","H","E","E","H","H","H",3301,6,"Students"
"3302","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3302,0,"Homemakers"
"3303","H","H","H","H","H","H","H","W","W","W","W","W","E","W","W","W","W","H","X","H","H","H","H","H",3303,1,"9-to-5ers"
"3304","H","H","H","H","H","W","W","W","W","W","W","H","H","H","W","W","W","H","H","H","H","H","H","H",3304,5,"Work-Life Balancers"
"3305","H","H","H","H","H","W","W","W","W","W","W","H","H","H","W","W","W","H","H","H","H","H","H","H",3305,5,"Work-Life Balancers"
"3306","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","E","E","H","H","H",3306,0,"Homemakers"
"3307","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3307,0,"Homemakers"
