	Von	Name	Nach	Name	Nr. 1007
998	234	Elbbrücken	766	Aspelohe Garstedt	8,07
999	234	Elbbrücken	767	AKH Ochsenzoll	1,61
1000	234	Elbbrücken	768	Amt Pinneberg	5,14
1001	234	Elbbrücken	769	Manhagener Allee	0,48
1002	234	Elbbrücken	770	In de Tarpen	3,08
1003	234	Elbbrücken	771	S Ahrensburg	2,84
1004	234	Elbbrücken	772	Ohlendorffs Tannen	2,04
1005	234	Elbbrücken	773	S Prisdorf	3,02
1006	234	Elbbrücken	774	Bergstedt, Markt	2,04
1007	234	Elbbrücken	775	Dortmunder Str	1,65
1008	234	Elbbrücken	776	AKH Heidberg	0,86
1009	234	Elbbrücken	777	Drosselstieg	1,47
1010	234	Elbbrücken	778	Stormarnplatz	0,46
1011	234	Elbbrücken	779	U Kiwittsmoor	1,37
1012	234	Elbbrücken	780	Tangstedt, Ortseinga	1,28
1013	234	Elbbrücken	781	Rügelsbarg	3,26
1014	234	Elbbrücken	782	U Ochsenzoll	2,38
1015	234	Elbbrücken	783	Wulfsdorfer Weg	0,85
1016	234	Elbbrücken	784	Schwarzer Weg Garste	8,11
1017	234	Elbbrücken	785	Kuhredder	5,15
1018	234	Elbbrücken	786	Fritz-Reuter-Str	0,46
1019	234	Elbbrücken	787	U Hoisbüttel	1,56
1020	234	Elbbrücken	788	Am Weinberg	0,46
1021	234	Elbbrücken	789	Beerbuschredder	1,76
1022	234	Elbbrücken	790	Am Böhmerwald	0,64
1023	234	Elbbrücken	791	A/U Garstedt	2,38
1024	234	Elbbrücken	792	HANS-BOECKLER-RING	1,48
1025	234	Elbbrücken	793	Glashütter Kirchenwe	0,6
1026	234	Elbbrücken	794	Lindenhof	0,52
1027	234	Elbbrücken	795	Tannenhof	2,35
1028	234	Elbbrücken	796	Kurt-Fischer-Str	39,79
1029	234	Elbbrücken	797	Rosenhof Ahrensburg	1,41
1030	234	Elbbrücken	798	Hoisbüttel, Lehmkuhl	1,57
1031	234	Elbbrücken	799	Kummerfeld, Wiesengr	1,28
1032	234	Elbbrücken	800	Kohfurth	0,53
1033	234	Elbbrücken	801	Bünningstedt, Ortsmi	0,21
1034	234	Elbbrücken	802	A Hasloh	5,02
1035	234	Elbbrücken	803	U Ohlstedt	3,27
1036	234	Elbbrücken	804	S Tornesch	5,77
1037	234	Elbbrücken	805	Forstweg Harksheide	1,39
1038	234	Elbbrücken	806	Glashütter Damm	0,64
1039	234	Elbbrücken	807	Buchenweg Nordersted	0,4
1040	234	Elbbrücken	808	Hohenraden, Roffloh	1,28
1041	234	Elbbrücken	809	Bökenbarg	4,52
1042	234	Elbbrücken	810	Rathaus Norderstedt	1,63
1043	234	Elbbrücken	811	Alter Kirchenweg (Ra	0,4
1044	234	Elbbrücken	812	Glashütte, Siegfried	1,48
1045	234	Elbbrücken	813	Siedlung Bramkamp/Re	1,57
1046	234	Elbbrücken	814	Romintener Weg	1,04
1047	234	Elbbrücken	815	Rugenranzel	1,07
1048	234	Elbbrücken	816	A Moorbekhalle	0,47
1049	234	Elbbrücken	817	Grootkoppelstr	0,8
1050	234	Elbbrücken	818	A Quickborn Süd	4,68
1051	234	Elbbrücken	819	A Friedrichsgabe	0,35
1052	234	Elbbrücken	820	Pestalozzistr	0,4
1053	234	Elbbrücken	821	Wulksfelde	0,83
1054	234	Elbbrücken	822	Quickborn, Kirche	4,62
1055	234	Elbbrücken	823	Gewerbeg.Harksh.(Süd	0,4
1056	234	Elbbrücken	824	Tangstedt, Herrendam	0,62
1057	234	Elbbrücken	825	A Quickborner Str	0,68
1058	234	Elbbrücken	826	Wilstedt, Waldstr	0,27
1059	234	Elbbrücken	827	Quickborner Heide, F	2,32
1060	234	Elbbrücken	828	Bargteheide	26,14
1061	234	Elbbrücken	829	A Haslohfurt	0,83
1062	234	Elbbrücken	830	Rhen, Paracelsus-Kli	0,59
1063	234	Elbbrücken	831	Quickb.Heide, Schmie	1,81
1064	234	Elbbrücken	832	A/S Elmshorn	4,76
1065	234	Elbbrücken	833	Lerchenweg Quickborn	2,48
1066	234	Elbbrücken	834	v/nElmshorn	3,86
1067	234	Elbbrücken	835	Bilsen, Waldfrieden	2,4
1068	234	Elbbrücken	836	Kupfermühle	13,96
1069	234	Elbbrücken	837	Hemdingen, Beiderwan	1,93
1070	234	Elbbrücken	838	A Ulzburg Süd	2,46
1071	234	Elbbrücken	839	Ulzburg, Birkenhof	1,1
1072	234	Elbbrücken	840	A Sparrieshoop	2,91
1073	234	Elbbrücken	841	Ulzburg, Kirche	1,1
1074	234	Elbbrücken	842	A Vossloch	2,91
1075	234	Elbbrücken	843	Heeder Damm	6,64
1076	234	Elbbrücken	844	Henstedt, Schäferber	0,76
1077	234	Elbbrücken	845	A Alveslohe	1,55
1078	234	Elbbrücken	846	A Ulzburg	1,15
1079	234	Elbbrücken	847	Bad Oldesloe	104,54
1080	234	Elbbrücken	848	Horst	3,88
1081	234	Elbbrücken	849	Kisdorfer Mühle	0,98
1082	234	Elbbrücken	850	Dradenau	2,56
1083	234	Elbbrücken	851	Kattwykdamm	12,42
1084	234	Elbbrücken	852	Jehrden	2,95
1085	234	Elbbrücken	853	Groß Moor	4,89
1086	234	Elbbrücken	854	Fünfhausen	15,61
1087	234	Elbbrücken	855	Beckedorf	4,82
1088	234	Elbbrücken	856	Marmstorf	20,32
1089	234	Elbbrücken	857	Quickborn Ost	2,62
1090	234	Elbbrücken	858	Riepenburg	1,63
1091	234	Elbbrücken	859	Witzhave	9,9
1092	234	Elbbrücken	860	Rümpel	13,96
1093	234	Elbbrücken	861	Lasbek	13,97
1094	234	Elbbrücken	862	Elmenhorst	0,45
1095	234	Elbbrücken	863	Delingsdorf	0,24
1096	234	Elbbrücken	864	Wakendorf II	0,33
1097	234	Elbbrücken	865	Lütjensee	11,37
1098	234	Elbbrücken	866	Achtern Diek	11,37
1099	234	Elbbrücken	867	Kayhude	0,77
1100	234	Elbbrücken	868	Krümmel	3,95
1101	234	Elbbrücken	869	Brraker Grund	11,37
1102	234	Elbbrücken	870	Neukloster	25,64
1103	234	Elbbrücken	871	Horneburg	43,23
1104	234	Elbbrücken	872	Dollern	11,93
1105	234	Elbbrücken	873	Agathenburg	50,36
1106	234	Elbbrücken	874	Stade	96,5
1107	234	Elbbrücken	875	Kaltenkirchen Süd	37,32
1108	234	Elbbrücken	876	Kaltenkirchen Mitte	0,45
1109	234	Elbbrücken	877	Holstentherme	0,26
1110	234	Elbbrücken	878	dodenhof	0,26
1111	234	Elbbrücken	879	Nützen	0,26
1112	234	Elbbrücken	880	Lentföhrden	0,26
1113	234	Elbbrücken	881	Bad Bramstedt Kurhaus	0,26
1114	234	Elbbrücken	882	Bad Bramstedt	0,26
1115	234	Elbbrücken	883	Wiemersdorf	0,26
1116	234	Elbbrücken	884	Großenaspe	0,26
1117	234	Elbbrücken	885	Boostedt	0,26
1118	234	Elbbrücken	886	Neumünster Süd	0,26
1119	234	Elbbrücken	887	Neumünster	1,31
1120	234	Elbbrücken	888	Pollhof	1,21
1121	234	Elbbrücken	889	Curslack Nord	1,23
1122	234	Elbbrücken	890	Neuengamme Kirche	1,19
1123	234	Elbbrücken	891	Neuengamme, Bei der blauen Brücke	1,21
1124	234	Elbbrücken	892	Neuengamme KZ-Gedenkstätte	1,25
1125	234	Elbbrücken	893	Neuengamme, Windpark	1,22
1126	234	Elbbrücken	894	Neuengamme, Elbdeich	1,22
1127	234	Elbbrücken	895	Altengamme, Gemeindehaus	1,21
1128	234	Elbbrücken	896	Altengammer Hauptdeich	5,14
1129	234	Elbbrücken	897	Borghorst	1,22
1130	234	Elbbrücken	898	Neuengammer Heerweg	1,26
1131	234	Elbbrücken	899	Neuengammer Hinterdeich	1,18
1132	234	Elbbrücken	900	Neuengamme Kiebitzdeich	1,23
1133	234	Elbbrücken	901	West-Krauel	4,96
1134	234	Elbbrücken	902	Kirchwerder Schule	1,99
1135	234	Elbbrücken	903	Kirchwerder	1,7
1136	234	Elbbrücken	904	Teufelsort	1,75
1137	234	Elbbrücken	905	Zollenspieker Schule	1,65
1138	234	Elbbrücken	906	Zollenspieker	6,45
1139	234	Elbbrücken	907	Lütjenburg / Sande	4,72
1140	234	Elbbrücken	908	Süderquerweg	1,22
1141	234	Elbbrücken	909	Norderquerweg	1,59
1142	234	Elbbrücken	910	Achterdiekbrücke	1,59
1143	234	Elbbrücken	911	Schule Curslack	1,24
1144	234	Elbbrücken	912	Rieck-Museum	1,59
1145	234	Elbbrücken	913	Neuengamme, Kirchwerder Landweg	1,6
1146	234	Elbbrücken	914	Kirchwerder Hausdeich	1,6
1147	234	Elbbrücken	915	Fersenweg	1,64
1148	234	Elbbrücken	916	Wraust	1,21
1149	234	Elbbrücken	917	Fünfhausen Schule	1,24
1150	234	Elbbrücken	918	Durchdeich	1,04
1151	234	Elbbrücken	919	Reitbrook Hinterdeich	1,03
1152	234	Elbbrücken	920	Krapphofschleuse	1,06
1153	234	Elbbrücken	921	Neu-Allermöhe Süd	12,11
1154	234	Elbbrücken	922	See Hinterm Horn	1,04
1155	234	Elbbrücken	923	Reitbrooker Mühle	1,06
1156	234	Elbbrücken	924	Eichbaumsee	4,78
1157	234	Elbbrücken	925	Hohedeich	1,21
1158	234	Elbbrücken	926	Fünfhausen, Siedlung	1,23
1159	234	Elbbrücken	927	Ochsenwerder Norderdeich	1,2
1160	234	Elbbrücken	928	Ochsenwerder Schule	1,25
1161	234	Elbbrücken	929	Gauert	1,19
1162	234	Elbbrücken	930	Ochsenwerder Dorferbogen	1,21
1163	234	Elbbrücken	931	Spadenland	1,2
1164	234	Elbbrücken	932	Gewerbegebiet Allermöhe West	4,75
1165	234	Elbbrücken	933	Moorfleet	2,47
1166	234	Elbbrücken	934	Pinkertweg	12,72
1167	235	Bubendey-Ufer	234	Elbbrücken	4,24
1168	236	Norderloch	234	Elbbrücken	186,59
1169	237	S Rothenburgsort	234	Elbbrücken	31,41
1170	238	HOCHHAUS,ANLEGER	234	Elbbrücken	9,29
1171	239	HafenCity/SAP	234	Elbbrücken	141,35
1172	240	HafenCity Ost	234	Elbbrücken	516,02
1173	241	HafenC/Dalmannkai	234	Elbbrücken	1320,5
1174	242	Billhorner Brückenst	234	Elbbrücken	51,71
1175	243	Eekholtesweg	234	Elbbrücken	21,58
1176	244	U Merkenstr	234	Elbbrücken	47,93
1177	245	Reclamstr	234	Elbbrücken	28,27
1178	246	Billstedter Hauptstr	234	Elbbrücken	23,57
1179	247	Glinder Berg	234	Elbbrücken	243,58
1180	248	HafenCity/HanseaticTC	234	Elbbrücken	112,65
1181	249	Magdeburger Hafen	234	Elbbrücken	105,39
1182	250	U Steinfurther Allee	234	Elbbrücken	33,26
1183	251	Billerhuder Insel	234	Elbbrücken	21,98
1184	252	Breiter Kamp	234	Elbbrücken	136,65
1185	253	Fährterminal (Englan	234	Elbbrücken	84,5
1186	254	Neumühlen/Övelgönne	234	Elbbrücken	173,19
1187	255	Oststeinbek, Ort	234	Elbbrücken	131,04
1188	256	Glinde, Markt	234	Elbbrücken	136,68
1189	257	Grüne Brücke	234	Elbbrücken	131,48
1190	258	Kohlbergen	234	Elbbrücken	145,31
1191	259	U Baumwall	234	Elbbrücken	81,88
1192	260	Neumühler Kirchenweg	234	Elbbrücken	181,37
1193	261	Speicherstadt	234	Elbbrücken	395,84
1194	262	Nagelsweg	234	Elbbrücken	51,34
1195	263	Fischmarkt	234	Elbbrücken	77,97
1196	264	U/S Landungsbrücken	234	Elbbrücken	91,04
1197	265	Holztwiete	234	Elbbrücken	67,13
1198	266	Halbmondsweg	234	Elbbrücken	19,42
1199	267	St. Pauli Hafenstr	234	Elbbrücken	90,44
1200	268	Glinde, Zeugamt	234	Elbbrücken	136,83
1201	269	Jenischhaus	234	Elbbrücken	30,62
1202	270	Lippeltstr	234	Elbbrücken	90,13
1203	271	Hohenzollernring(Süd	234	Elbbrücken	2,67
1204	272	Süderstr	234	Elbbrücken	69,11
1205	273	Liebermannstr	234	Elbbrücken	10,61
1206	274	S Königstr	234	Elbbrücken	32,59
1207	275	Schiffbeker Höhe	234	Elbbrücken	51,09
1208	276	Altona, Rathaus	234	Elbbrücken	29,59
1209	277	Horner Rampe	234	Elbbrücken	23,63
1210	278	U Rödingsmarkt	234	Elbbrücken	349,46
1211	279	Rothestr	234	Elbbrücken	7,42
1212	280	Domstr	234	Elbbrücken	244,06
1213	281	Vierbergen	234	Elbbrücken	115,69
1214	282	Luisenweg	234	Elbbrücken	98,19
1215	283	Diagonalstr	234	Elbbrücken	149,91
1216	284	Ohe, Am Sportplatz	234	Elbbrücken	54,51
1217	285	Neuschönn. Schule	234	Elbbrücken	72,41
1218	286	Sieberlingstr	234	Elbbrücken	64,08
1219	287	Philosophenweg	234	Elbbrücken	7,77
1220	288	U Steinstr	234	Elbbrücken	239,76
1221	289	S Reeperbahn	234	Elbbrücken	243,74
1222	290	Ausschläger Weg (Ver	234	Elbbrücken	101,13
1223	292	Adolphsplatz	234	Elbbrücken	85,51
1224	293	S Stadthausbrücke	234	Elbbrücken	472,69
1225	294	Bahrenfelder Str	234	Elbbrücken	17,96
1226	295	Michaeliskirche	234	Elbbrücken	157,22
1227	296	Grosse Bergstr	234	Elbbrücken	29,26
1228	297	Davidstr	234	Elbbrücken	188,39
1229	298	U St. Pauli	234	Elbbrücken	236,02
1230	299	U Rathaus Rathausmar	234	Elbbrücken	338,69
1231	300	Glinde, Friedhof	234	Elbbrücken	232,28
1232	301	Querkamp	234	Elbbrücken	0,03
1233	302	Borstelmannsweg	234	Elbbrücken	32,46
1234	303	Gerhart-Hauptmann-Pl	234	Elbbrücken	280,2
1235	304	Bf. Altona Gl 3-4	234	Elbbrücken	26,89
1236	305	Museum für Hambg Ges	234	Elbbrücken	104,3
1237	306	Culinstrasse	234	Elbbrücken	85,43
1238	307	Paul-Roosen-Str.	234	Elbbrücken	118,59
1239	308	Steintorwall/Hbf.	234	Elbbrücken	326,67
1240	309	Hbf./Steint (ZOB)	234	Elbbrücken	75,13
1241	310	Axel-Springer-Platz	234	Elbbrücken	58,47
1242	311	Bleickenallee	234	Elbbrücken	5,57
1243	312	Agathe-Lasch-Weg	234	Elbbrücken	1,61
1244	313	Parkstr/Kl Flottb We	234	Elbbrücken	3,85
1245	314	Hauptbahnhof/Kirchen	234	Elbbrücken	417,8
1246	315	U Jungfernstieg	234	Elbbrücken	493,73
1247	316	Nienstedten, Friedho	234	Elbbrücken	19,8
1248	317	U/S Berliner Tor	234	Elbbrücken	58,41
1249	318	Am Hirschpark	234	Elbbrücken	69,98
1250	319	Friedensallee	234	Elbbrücken	44,62
1251	320	W. Koch Stadion	234	Elbbrücken	40,37
1252	321	Borgfelder Str	234	Elbbrücken	42,66
1253	322	Friedhof Diebsteich	234	Elbbrücken	37,84
1254	323	J.-Brahms-Platz	234	Elbbrücken	154,47
1255	324	Sandkamp	234	Elbbrücken	48,65
1256	325	Hübbesweg	234	Elbbrücken	67,69
1257	326	Gerichtstr	234	Elbbrücken	32,94
1258	327	AKH Altona	234	Elbbrücken	4,07
1259	328	Rupertistr (Mitte)	234	Elbbrücken	18,71
1260	329	Ferdinandstor	234	Elbbrücken	173,37
1261	330	U Gänsemarkt	234	Elbbrücken	359,06
1262	331	Meriandamm	234	Elbbrücken	25,77
1263	332	Schröder Siedlung	234	Elbbrücken	60,45
1264	333	U Burgstr	234	Elbbrücken	94,37
1265	334	Sievekingplatz	234	Elbbrücken	48,09
1266	335	Beim Hammer Marktpla	234	Elbbrücken	21,59
1267	336	Charitas-B-Treppe	234	Elbbrücken	64,22
1268	337	Südeingang	234	Elbbrücken	9,74
1269	338	U Lohmühlenstr	234	Elbbrücken	160,33
1270	339	Thadenstr.(West)	234	Elbbrücken	36,68
1271	340	Jungestr	234	Elbbrücken	43
1272	341	U Feldstr	234	Elbbrücken	134,04
1273	342	Oesterleystr	234	Elbbrücken	62,09
1274	343	S Klein Flottbek	234	Elbbrücken	8,41
1275	344	O` Swaldstr.	234	Elbbrücken	4,66
1276	345	U Stephansplatz	234	Elbbrücken	756,12
1277	346	Stoltenstr	234	Elbbrücken	0,08
1278	347	S Bahrenfeld	234	Elbbrücken	31,76
1279	348	S Othmarschen	234	Elbbrücken	13,49
1280	349	Gurlittstr	234	Elbbrücken	107,46
1281	350	Godeffroystr	234	Elbbrücken	65,95
1282	351	Waseberg	234	Elbbrücken	62,04
1283	352	Neuer Pferdemarkt	234	Elbbrücken	18,97
1284	353	Hamburg Messe (Ostei	234	Elbbrücken	4,76
1285	354	U Lübecker Str	234	Elbbrücken	10,81
1286	355	Schützenstr (Süd)	234	Elbbrücken	6,43
1287	356	Caspar-Voght-Str	234	Elbbrücken	15,1
1288	357	S Hochkamp	234	Elbbrücken	16,06
1289	358	Saling	234	Elbbrücken	77,33
1290	359	BAB Auffahrt Horn	234	Elbbrücken	17,4
1291	360	Congress Centrum Ham	234	Elbbrücken	47,21
1292	361	Heinrich-Hertz-Turm	234	Elbbrücken	4,26
1293	362	Sternbrücke	234	Elbbrücken	33,93
1294	363	Sternbergweg	234	Elbbrücken	1,38
1295	364	Carl-Petersen-Str	234	Elbbrücken	8,72
1296	365	S Holstenstr	234	Elbbrücken	20,28
1297	366	Wilmans Park	234	Elbbrücken	66,34
1298	367	S Blankenese	234	Elbbrücken	133,41
1299	368	Dannerallee	234	Elbbrücken	0,04
1300	369	Schützenstr (Mitte)	234	Elbbrücken	3,73
1301	370	Kaltenkircher Platz	234	Elbbrücken	22,9
1302	371	Am Husarendenkmal	234	Elbbrücken	13,52
1303	372	Bornkampsweg	234	Elbbrücken	4,77
1304	373	Schulterblatt	234	Elbbrücken	35,43
1305	374	Fuchsbergredder	234	Elbbrücken	18,89
1306	375	Staatsbibliothek	234	Elbbrücken	40
1307	376	Böcklinstr	234	Elbbrücken	5,95
1308	377	Stemwarde, Bahnhofst	234	Elbbrücken	14,94
1309	378	Hemmingstedter Weg	234	Elbbrücken	5,51
1310	379	Graumannsweg	234	Elbbrücken	75,5
1311	380	Björnsonweg	234	Elbbrücken	65,01
1312	381	U Wartenau	234	Elbbrücken	78,11
1313	382	U/S Sternschanze	234	Elbbrücken	43,29
1314	383	Tietzestr	234	Elbbrücken	0,56
1315	384	U Uhlandstr	234	Elbbrücken	18,07
1316	385	Silcherstr	234	Elbbrücken	30,11
1317	386	Alsenplatz	234	Elbbrücken	11,23
1318	387	S Hasselbrook	234	Elbbrücken	32,23
1319	388	Fontenay	234	Elbbrücken	49,9
1320	389	Flottbeker Kirche	234	Elbbrücken	5,5
1321	390	S Diebsteich	234	Elbbrücken	8,48
1322	391	Augustenburger Str	234	Elbbrücken	9,55
1323	392	Grindelhof	234	Elbbrücken	104,93
1324	393	Uferstr	234	Elbbrücken	33,08
1325	394	Anne-Frank-Strasse	234	Elbbrücken	36,93
1326	395	Büchsenschinken	234	Elbbrücken	54,5
1327	396	Schlump/Bundesstr	234	Elbbrücken	24,06
1328	397	WEDEL,HANS-BOECKLER-	234	Elbbrücken	3,62
1329	398	Schulau, Fähre	234	Elbbrücken	4,15
1330	399	Fichtestrasse	234	Elbbrücken	33,53
1331	400	Hof Bockhorst	234	Elbbrücken	0,55
1332	401	U Christuskirche	234	Elbbrücken	19,48
1333	402	AKH Wandsbek	234	Elbbrücken	6,96
1334	403	ELBE-EINKAUFSZENTRUM	234	Elbbrücken	2,51
1335	404	Museum für Völkerkun	234	Elbbrücken	42,33
1336	405	Hammer Str	234	Elbbrücken	29,05
1337	406	Gymnasium Marienthal	234	Elbbrücken	8,66
1338	407	U Mundsburg	234	Elbbrücken	33,97
1339	408	Gustav-Adolf-Str	234	Elbbrücken	6,92
1340	409	S Wandsbek	234	Elbbrücken	7,87
1341	410	Flurkamp	234	Elbbrücken	2,08
1342	411	Tinsdaler Heideweg	234	Elbbrücken	7,87
1343	412	Fruchtallee	234	Elbbrücken	30,85
1344	413	Marlowring	234	Elbbrücken	3,32
1345	414	Bergredder	234	Elbbrücken	63,29
1346	415	Zum Hünengrab/Desy	234	Elbbrücken	3,34
1347	416	Wulfsdal	234	Elbbrücken	17,72
1348	417	Barsbütteler Stieg	234	Elbbrücken	19,45
1349	418	FRIEDHOF HOLSTENKAMP	234	Elbbrücken	25,41
1350	419	Bahrenfeld, Trabrenn	234	Elbbrücken	4,01
1351	420	Grindelberg	234	Elbbrücken	37,85
1352	421	Rodigallee (Ost)	234	Elbbrücken	28,2
1353	422	Darbovenstieg	234	Elbbrücken	9,07
1354	423	Parkallee	234	Elbbrücken	38,8
1355	424	Alsterchaussee	234	Elbbrücken	336,45
1356	425	Averhoffstr	234	Elbbrücken	71,44
1357	426	U Wandsbek-Markt	234	Elbbrücken	18,95
1358	427	Stemwarde, Ort	234	Elbbrücken	14,93
1359	428	Isfeldkamp	234	Elbbrücken	6,72
1360	429	Maxstrasse	234	Elbbrücken	24,43
1361	430	Industriestr (Nord)	234	Elbbrücken	1,39
1362	431	Schlankreye	234	Elbbrücken	31,28
1363	432	Jenfelder Str	234	Elbbrücken	25,95
1364	433	Josephstr.	234	Elbbrücken	34,48
1365	434	Schulweg	234	Elbbrücken	27,86
1366	435	Armbruststr	234	Elbbrücken	4,42
1367	436	Gluckstr	234	Elbbrücken	52,6
1368	437	Sandort	234	Elbbrücken	2,01
1369	438	Ernst-Barlach-Schule	234	Elbbrücken	5,02
1370	439	Wendemuthstr	234	Elbbrücken	6,98
1371	440	Postamt Am Neumarkt	234	Elbbrücken	8,22
1372	441	U Osterstr	234	Elbbrücken	22,41
1373	442	Beethovenstr	234	Elbbrücken	26,63
1374	443	Herwigredder	234	Elbbrücken	3,93
1375	444	Bismarckstr	234	Elbbrücken	26,1
1376	445	Oberstr	234	Elbbrücken	34,29
1377	446	S Friedrichsberg	234	Elbbrücken	51,4
1378	447	Apostelkirche	234	Elbbrücken	11,99
1379	448	Luruper Chaussee/Des	234	Elbbrücken	5,8
1380	449	U Hoheluftbrücke	234	Elbbrücken	33,16
1381	450	Sophienterasse	234	Elbbrücken	36,55
1382	451	Holzmühlenstr	234	Elbbrücken	12,47
1383	452	Achtern Styg	234	Elbbrücken	2
1384	453	Mühlenkamp/Hofweg	234	Elbbrücken	6,25
1385	454	Herderstr	234	Elbbrücken	30,12
1386	455	S Iserbrook	234	Elbbrücken	13,42
1387	456	S Sülldorf	234	Elbbrücken	3,58
1388	457	Lederstr	234	Elbbrücken	3,26
1389	458	Hogrevestr	234	Elbbrücken	6,68
1390	459	Eppendorfer Weg	234	Elbbrücken	12,95
1391	460	Glatzer Str	234	Elbbrücken	27,1
1392	461	Krankenhaus Rissen	234	Elbbrücken	3,73
1393	462	AKH Eilbek, Nordeing	234	Elbbrücken	8,57
1394	463	S Langenfelde	234	Elbbrücken	5,84
1395	464	Wandsbeker Allee	234	Elbbrücken	7,17
1396	465	Croningstr	234	Elbbrücken	5,02
1397	466	Kurfürstenstr	234	Elbbrücken	6,44
1398	467	S Wedel	234	Elbbrücken	19,69
1399	468	S Rissen	234	Elbbrücken	2,31
1400	469	Högenstr	234	Elbbrücken	11,77
1401	470	U Dehnhaide	234	Elbbrücken	50,42
1402	471	Liegnitzer Str	234	Elbbrücken	36,45
1403	472	Schimmelmannstr (Ost	234	Elbbrücken	11,14
1404	473	Walddörferstr	234	Elbbrücken	5,08
1405	474	Heerbrook	234	Elbbrücken	11,39
1406	475	Krausestr	234	Elbbrücken	60,36
1407	476	Am Brink	234	Elbbrücken	76,59
1408	477	Eidelstedter Weg	234	Elbbrücken	43,09
1409	478	Biedermannplatz	234	Elbbrücken	30,74
1410	479	Flachsland	234	Elbbrücken	7,32
1411	480	U Klosterstern	234	Elbbrücken	15,02
1412	481	U Lutterothstr	234	Elbbrücken	19,58
1413	482	Gertigstr	234	Elbbrücken	38,86
1414	483	Eppendorfer Weg (Ost	234	Elbbrücken	157,79
1415	484	Wedel, Markt	234	Elbbrücken	1,44
1416	485	U Strassburger Str	234	Elbbrücken	35
1417	486	Streekbrücke	234	Elbbrücken	62,53
1418	487	Tonndorf	234	Elbbrücken	14,67
1419	488	Kressenweg	234	Elbbrücken	3,34
1420	489	Langenfelder Damm	234	Elbbrücken	3,74
1421	490	U Eppendorfer Baum	234	Elbbrücken	25,25
1422	491	Olivaer Str	234	Elbbrücken	6,15
1423	492	Grossheidestr	234	Elbbrücken	10,99
1424	493	Kuddewörde	234	Elbbrücken	37,31
1425	494	Berliner Platz	234	Elbbrücken	13,61
1426	495	F-Ebert-Damm  (West)	234	Elbbrücken	5,11
1427	496	Tannenberg (Hauptfri	234	Elbbrücken	3,44
1428	497	U Alter Teichweg	234	Elbbrücken	9,09
1429	498	Immenbusch	234	Elbbrücken	9,83
1430	499	S Wandsbek Ost (Tonn	234	Elbbrücken	0,55
1431	500	U Saarlandstr	234	Elbbrücken	1,12
1432	501	Semperstr	234	Elbbrücken	38,22
1433	502	Dorotheenstr	234	Elbbrücken	12,8
1434	503	Wachtelstr	234	Elbbrücken	9,48
1435	504	Löwenstr	234	Elbbrücken	27,45
1436	505	U/S Barmbek	234	Elbbrücken	6,32
1437	506	S Stellingen	234	Elbbrücken	3,95
1438	507	Kümmellstr	234	Elbbrücken	68,94
1439	508	Flurstrasse	234	Elbbrücken	5,69
1440	509	Julius-Vosseler-Str	234	Elbbrücken	49,76
1441	510	Egenbüttelweg	234	Elbbrücken	4,96
1442	511	U Borgweg	234	Elbbrücken	1,79
1443	512	U Sierichstr	234	Elbbrücken	11,2
1444	513	Schulstr  Stellau	234	Elbbrücken	14,94
1445	514	Sorenkoppel	234	Elbbrücken	9,4
1446	515	Rausdorf (Ost)	234	Elbbrücken	8,69
1447	516	Veilchenweg	234	Elbbrücken	22,84
1448	517	HELLGRUNDWEG	234	Elbbrücken	2,95
1449	518	Liliencronstr	234	Elbbrücken	22,41
1450	519	Volksparkstr	234	Elbbrücken	2,42
1451	520	Hellbrookstr	234	Elbbrücken	9,03
1452	521	WACHTELWEG	234	Elbbrücken	2,47
1453	522	Ebeersreye	234	Elbbrücken	14,79
1454	523	Wilsonstr	234	Elbbrücken	0,55
1455	524	Ortsamt Stellingen	234	Elbbrücken	5,3
1456	525	Tilsiter Str	234	Elbbrücken	8,65
1457	526	Hellbrookbrücke	234	Elbbrücken	4,65
1458	527	Aneken	234	Elbbrücken	2,48
1459	528	U Hagenbecks Tierpar	234	Elbbrücken	11,56
1460	529	U Habichtstr	234	Elbbrücken	16,94
1461	530	Stemmeshay	234	Elbbrücken	1,92
1462	531	Eppendorf, Markt	234	Elbbrücken	7,9
1463	532	Vosskulen	234	Elbbrücken	13,84
1464	533	Farnhornweg	234	Elbbrücken	3,68
1465	534	U Hudtwalckerstrasse	234	Elbbrücken	9,14
1466	535	Lokstedter Weg	234	Elbbrücken	11,35
1467	536	Kronshorst	234	Elbbrücken	8,69
1468	537	Hermann-Kaufmann-Str	234	Elbbrücken	6,21
1469	538	Waldwinkel	234	Elbbrücken	1,88
1470	539	A/S Eidelstedt	234	Elbbrücken	4,09
1471	540	Winterhude, Markt	234	Elbbrücken	5,76
1472	541	Steinberg Wedel	234	Elbbrücken	0,99
1473	542	Habichtplatz	234	Elbbrücken	26,22
1474	543	Recknitzstr	234	Elbbrücken	3,66
1475	544	Heinrich-Helbing-Str	234	Elbbrücken	13,57
1476	545	Loher Str	234	Elbbrücken	5
1477	546	Schillingsbekweg	234	Elbbrücken	27,09
1478	547	Engelbrechtweg	234	Elbbrücken	7,55
1479	548	Schubackstr	234	Elbbrücken	18,78
1480	549	BAB Auffahrt Stellin	234	Elbbrücken	4,03
1481	550	Gazellenkamp	234	Elbbrücken	3,92
1482	551	Frickestr	234	Elbbrücken	11,46
1483	552	Deelwisch	234	Elbbrücken	2,01
