income,age,children,sex,bach_degree,cars,activities,start_times
gt100,35 to 60,yes,male,yes,two or more,H_W_H_S_H,25380_57660_57840_61320
gt35-lt100,20 to 35,no,male,no,two or more,H_W_D_R_H,28980_54060_57600_79500
gt100,20 to 35,yes,male,yes,one,H_W_X_W_H,25380_43380_46920_61380
gt35-lt100,20 to 35,yes,male,yes,two or more,H_W_H,25200_64800
gt35-lt100,20 to 35,yes,male,no,two or more,H_W_H,21840_61200
gt35-lt100,20 to 35,yes,male,no,two or more,H_W_H,25380_61380
gt35-lt100,19 and under,yes,female,no,two or more,H_W_H,25380_61200
gt35-lt100,above 60,no,male,no,two or more,H,
gt35-lt100,20 to 35,yes,male,no,two or more,H,
gt35-lt100,20 to 35,yes,female,yes,two or more,H_E_H_G_H_W_H,32400_32640_36240_39840_50580_82800
gt35-lt100,19 and under,yes,male,no,two or more,H_G_H_V_D_E_V_G_H,46800_46980_54000_61200_61440_72000_82800_82920
lt35,35 to 60,no,male,no,two or more,H_S_E_W_H,43440_46800_46860_79200
gt100,20 to 35,yes,female,yes,two or more,H_R_H_G_V_H,32580_46980_57780_57900_82860
gt100,20 to 35,yes,male,yes,two or more,H_G_W_H_G_V_H,25200_25260_54240_57840_57900_82860
gt35-lt100,35 to 60,no,male,no,two or more,H_R_D_G_H,32400_36000_36180_54060
gt35-lt100,above 60,no,female,no,one,H_W_H_D_R_D_H,25200_57780_57840_57900_68460_68580
gt35-lt100,20 to 35,no,female,yes,two or more,H_S_W_E_G_H,50400_54000_61440_64860_64980
gt35-lt100,35 to 60,no,male,no,two or more,H_S_W_E_G_H,50400_54000_61440_64860_64980
gt35-lt100,35 to 60,yes,female,no,two or more,H_W_H,21660_72060
gt35-lt100,19 and under,yes,male,no,two or more,H,
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_G_H,72060_75660_75720
gt100,35 to 60,yes,male,yes,two or more,H_W_H,28800_61200
gt100,above 60,no,female,no,one,H_W_S_W_D_E_H_X,25260_39840_46920_57840_61260_68400_72000
gt35-lt100,above 60,no,male,yes,two or more,H_W_G_H,14640_32400_39780
gt35-lt100,above 60,no,female,yes,two or more,H_W_G_H_X_G_H,28980_54240_57660_61440_72000_72120
gt35-lt100,35 to 60,yes,male,yes,two or more,H_D_W_D_H_R_H_G_H,25440_28800_39840_43200_54300_61320_68460_68580
gt35-lt100,35 to 60,yes,female,no,two or more,H_W_H_G_H,25200_61440_68460_68580
gt35-lt100,19 and under,yes,female,no,two or more,H_W_H,25320_61200
gt35-lt100,19 and under,yes,male,no,two or more,H_D_H_D_H,50520_50700_57900_61380
gt35-lt100,20 to 35,no,female,yes,one,H_W_H,21660_72060
gt100,20 to 35,yes,male,yes,two or more,H_G_R_G_E_H,36240_39600_65100_68460_68640
gt35-lt100,35 to 60,no,male,yes,one,H_W_H,25200_64980
gt100,35 to 60,yes,female,yes,two or more,H_G,54000
gt100,35 to 60,yes,male,yes,two or more,H_W,21780
lt35,above 60,no,male,yes,two or more,H_S_H_W_H,32520_32580_47040_54000
lt35,above 60,no,female,yes,two or more,H_G_H,43260_50400
lt35,20 to 35,no,male,no,one,H_W_G_H_C_H,32400_46980_50400_61200_75660
lt35,20 to 35,no,female,no,one,H_V_H,46860_68400
lt35,20 to 35,no,female,no,one,H,
gt35-lt100,above 60,no,male,yes,two or more,H_W_H_E_H,32520_54180_57840_68400
gt35-lt100,35 to 60,no,female,no,two or more,H_W_D_G_E_V,25380_43440_50400_61320_65040
gt100,35 to 60,no,female,yes,two or more,H,
lt35,35 to 60,yes,female,no,two or more,H_W_H,21780_54120
lt35,35 to 60,yes,male,no,two or more,H_G_W_E_W_G_H,21900_25200_39780_39840_57600_57720
lt35,20 to 35,yes,female,no,two or more,H_D_W_E_W_D_H_S_E_R_G_H,21600_21720_39900_43200_54060_57600_61200_61260_61320_75900_79380
gt100,35 to 60,no,male,yes,two or more,H_W_H,21840_50400
gt100,35 to 60,yes,female,no,two or more,H_D_G_W_D_H,18300_21900_25440_57720_61380
gt100,above 60,no,female,yes,two or more,H_W_S_G_H_D_H,21840_54180_57840_61500_68580_68640
gt100,20 to 35,no,female,no,two or more,H_W_H_X,39660_68640_72000
gt35-lt100,35 to 60,no,female,yes,two or more,H_R_H,36000_43260
gt100,35 to 60,yes,male,yes,two or more,H_D_W_G_W_H,25440_25440_43200_43320_61380
gt100,35 to 60,yes,male,no,two or more,H_W,46800
gt100,20 to 35,yes,male,no,two or more,H,
gt100,20 to 35,yes,male,no,two or more,H_W,28800
gt35-lt100,20 to 35,no,male,yes,one,H_E_H_X_H_S_E_S_H_S_H_G_H,39840_39900_47040_50520_57840_57900_61440_64800_72240_72240_72300_75900
gt35-lt100,above 60,no,female,yes,two or more,H_W_H,32580_72180
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_E_W_E_G_H,28800_39660_39900_57900_68640_72000
gt35-lt100,35 to 60,yes,male,no,two or more,H,
gt35-lt100,35 to 60,yes,female,no,two or more,H,
gt35-lt100,19 and under,yes,female,no,two or more,H,
gt100,above 60,no,male,yes,two or more,H_W_H_P_H_X,25320_61320_65040_68640_72000
gt35-lt100,35 to 60,no,male,yes,one,H,
gt100,35 to 60,no,male,yes,two or more,H_W_E_G_H,21660_57780_61200_61260
gt100,35 to 60,yes,male,yes,two or more,H_X_H_W_H,18000_21600_25200_57780
gt100,20 to 35,yes,female,yes,two or more,H_D_W_D_H,21780_21840_57780_61260
gt35-lt100,35 to 60,yes,female,yes,one,H_W_H_E_H,36000_54180_57840_57900
gt100,above 60,no,female,yes,two or more,H_W_H,28980_79260
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,28800_64800
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_H,28800_61440
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H_W_H,32520_43440_46860_64800
gt100,35 to 60,no,male,yes,two or more,H_W_G_H,21780_54180_57840
gt100,35 to 60,no,female,no,two or more,H_W_X_G_H,21660_54060_61260_61440
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_H,18000_82800
gt100,35 to 60,yes,male,no,two or more,H_D_H_W_H,39600_43260_57840_3600
gt100,35 to 60,yes,female,yes,two or more,H_D_W_H,21720_21900_57600
gt100,35 to 60,no,female,yes,two or more,H_G_S_E_G_S_G_H_R_H_Z_G_H,25260_25440_28860_32460_39600_39720_43260_46800_50400_54180_61260_61380
gt100,20 to 35,no,male,no,two or more,H_G_S_E_G_S_G_H_R_H_V,25260_25440_28860_32460_39600_39720_43260_46800_50400_61200
gt35-lt100,35 to 60,no,female,yes,one,H_E_S_H,50400_50640_57720
gt100,35 to 60,yes,male,yes,two or more,H_W_H,21780_57780
gt100,35 to 60,yes,female,no,two or more,H_X_G_H,25440_32400_32580
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_E_H_W_H,21720_54180_54240_68400_79500
lt35,20 to 35,no,male,yes,two or more,H_S_W_E_R_V_H,29040_32520_64980_68520_79440_82920
gt100,20 to 35,yes,female,yes,two or more,H_W_H,36120_65040
gt100,20 to 35,yes,male,no,two or more,H_G_H,43260_46860
gt35-lt100,20 to 35,no,female,yes,one,H_X_H_W_G_H,10800_14400_21660_61380_64860
lt35,35 to 60,yes,female,no,one,H_D_H_W_D_H,28800_28860_46800_79320_79440
lt35,19 and under,yes,female,no,one,H_C_V_H,50460_54060_79440
gt100,35 to 60,no,male,yes,two or more,H_W_H_X_H,21780_57600_64800_68580
gt100,35 to 60,no,female,yes,two or more,H_W_H_X_H,21780_57660_64860_68580
lt35,20 to 35,no,male,yes,two or more,H_W_H,54000_79440
gt35-lt100,above 60,no,female,no,two or more,H_G_H,32460_46800
gt100,above 60,no,male,yes,two or more,H_W_E_W_S_H,32460_39660_43260_54300_57780
gt35-lt100,20 to 35,yes,male,no,two or more,H,
gt35-lt100,20 to 35,yes,male,no,two or more,H,
gt100,35 to 60,yes,female,yes,two or more,H_W_X_H,28980_57600_75600
gt100,35 to 60,yes,male,yes,two or more,H_W_P_W_H,28800_39660_43260_57840
gt35-lt100,35 to 60,no,female,no,one,H_E_W_H,25320_25320_64860
lt35,20 to 35,no,female,yes,one,H_W_C_H_W,25200_28800_50400_79380
gt35-lt100,35 to 60,no,female,no,one,H_W_H,21780_61380
lt35,35 to 60,yes,female,no,two or more,H_D_P_H_W_H_W_H,25380_25440_29100_39600_43440_54120_61260
lt35,35 to 60,yes,male,no,two or more,H_W_H,25200_28800
gt100,35 to 60,no,female,yes,two or more,H_W_H,28800_57840
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,39660_64920
gt100,20 to 35,no,female,yes,two or more,H_W_H_G_H,25380_57780_61200_61440
gt100,20 to 35,no,male,yes,two or more,H_W_H_G_H,21900_54060_61200_61440
lt35,35 to 60,yes,female,no,one,H_D_W_D_W_H,21780_21900_46800_47040_61200
lt35,19 and under,yes,male,no,one,H_D_H_W_H,21780_46860_50400_68400
lt35,20 to 35,no,male,yes,two or more,H_G_E_H_V_H,39600_50400_50460_61380_3840
lt35,20 to 35,no,male,yes,two or more,H_E_H,61200_65100
gt100,35 to 60,no,male,yes,two or more,H_Z_G_H_G_V_H,36300_43200_43380_54180_54240_68400
gt100,above 60,no,female,no,two or more,H_P_H_D_P_H,36060_46800_47040_54180_54240
gt100,above 60,no,male,no,two or more,H_G_V_H_P_H,21660_21840_25260_36000_54300
gt35-lt100,35 to 60,no,female,no,none,H_G_H,54060_64920
gt100,35 to 60,yes,male,yes,two or more,H_V_Z_V_R_S_R_E_V_X_V_H,32520_36120_39780_50580_50640_50700_54180_54300_61200_61320_75840
gt100,35 to 60,yes,female,yes,two or more,H_V_Z_V_G_V_H,32520_36120_39780_50400_57600_75840
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H_P_H,21780_54180_57780_64860
gt35-lt100,20 to 35,yes,male,no,two or more,H_W_H,21780_54180
gt100,35 to 60,yes,male,yes,two or more,H_W_H,28800_54180
gt100,35 to 60,no,male,no,two or more,H_W_H_V_E_G_V_H,25200_57840_64800_64920_68580_72180_75840
gt100,35 to 60,no,female,no,two or more,H_W_H_V_E_G_V_H,21780_54000_64800_64920_68580_72180_75840
gt35-lt100,above 60,no,male,yes,two or more,H_X_E_W_H_Z_H,21840_25260_25320_57780_64860_72060
lt35,35 to 60,yes,male,no,one,H_W_H_X_H,14580_54180_61260_72000
gt35-lt100,20 to 35,no,female,yes,two or more,H_S_H,36300_50700
gt100,35 to 60,yes,male,no,two or more,H_W_H,21780_61380
gt100,20 to 35,yes,male,no,two or more,H_W_H_E_H,14400_28980_61200_68400
lt35,above 60,no,female,no,one,H_Z_H_G_H_R_H,25500_32400_32640_36000_65100_75900
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_H_R_H_D_H,25320_54180_61380_68400_75600_75660
gt35-lt100,19 and under,yes,female,no,two or more,H_W_C_H,29040_61200_75660
gt35-lt100,35 to 60,yes,female,no,two or more,H_G_D_E_W_E_W_E_H,39900_43260_43440_46860_61440_64860_79200_79320
lt35,35 to 60,yes,female,no,two or more,H_D_W_D_H,21840_25320_57780_61260
gt100,above 60,no,male,yes,two or more,H_E_Z_H_X_W_H,21780_28860_36060_39660_43260_72060
gt35-lt100,above 60,no,male,no,two or more,H_E_H,61200_68460
lt35,35 to 60,no,male,yes,two or more,H_W_S_G_H,25380_43260_50520_57600
gt35-lt100,above 60,no,male,no,one,H_W_E_W_H,28860_39720_43320_54300
gt35-lt100,above 60,no,male,no,two or more,H_W_H,39600_43380
lt35,20 to 35,no,female,no,two or more,H,
gt35-lt100,35 to 60,no,female,yes,one,H_G_V_P_H_Z_H,28800_29040_39780_43440_64800_68460
gt35-lt100,above 60,no,female,no,one,H_W_H_S_H,25320_57780_61380_64800
gt35-lt100,35 to 60,no,male,no,two or more,H,
gt35-lt100,35 to 60,no,female,no,two or more,H_E_W_S_E_H_S_H_E_H,18060_18120_39900_43440_43500_47100_50700_64980_82860
gt35-lt100,20 to 35,yes,male,yes,two or more,H_W_H_G_H,25260_57840_72000_72300
gt100,35 to 60,no,female,no,two or more,H_W_H_E_H,25320_61320_65040_68700
gt35-lt100,35 to 60,no,female,no,one,H_W_H,54180_7200
lt35,20 to 35,no,male,no,two or more,H_W_H,36180_75600
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_H_Z_H,32640_64920_72000_72300
gt100,35 to 60,yes,male,yes,two or more,H_W_G_H,25500_61380_64860
gt100,19 and under,yes,female,no,two or more,H_G_H_W_H,50400_54000_57780_75600
gt100,19 and under,yes,female,no,two or more,H_W_H_V,57780_75600_79200
gt35-lt100,above 60,no,male,no,two or more,H_W_G_W_H_Z_E_H,25380_54000_54060_61200_65040_75600_75720
gt35-lt100,20 to 35,no,male,no,two or more,H_W_G_H_Z_H,21780_61200_61440_64980_75660
gt35-lt100,above 60,no,female,yes,two or more,H_W_R_H,25380_39660_46860
gt35-lt100,20 to 35,no,female,no,two or more,H_W_Z_H,14400_54000_54240
gt35-lt100,20 to 35,no,female,no,two or more,H_S_H_V_G_H_W_H,32580_32640_43380_54180_57840_64980_82980
lt35,35 to 60,no,female,no,two or more,H_V_Z_G_S_H_Z_H,46800_46980_50400_50640_54000_65100_75900
gt100,above 60,no,male,yes,two or more,H_W_S_H,32400_39600_39720
gt100,above 60,no,female,yes,two or more,H_Z_G_H_W_H,25440_32460_32520_36240_54120
gt100,35 to 60,no,female,yes,two or more,H_E_H,25380_28860
gt100,35 to 60,no,male,yes,two or more,H_E_H,25500_28860
gt35-lt100,20 to 35,yes,male,yes,two or more,H_W_H,25320_79380
gt100,35 to 60,no,male,yes,two or more,H_W_H,28920_61440
lt35,20 to 35,no,female,yes,two or more,H_W_H,21840_54000
gt35-lt100,35 to 60,yes,female,yes,one,H_W_D_E_H_G_H_E_H,25440_50640_54180_57780_57900_61500_79380_79500
gt35-lt100,20 to 35,yes,female,no,one,H,
gt100,20 to 35,no,male,yes,one,H_D_W_D_H_E_H,25320_25380_61320_61500_72000_79260
gt100,20 to 35,no,female,yes,one,H_W_H_E_H,28860_57900_72000_79200
gt100,35 to 60,no,female,yes,one,H_X_H,46980_50580
gt100,35 to 60,no,male,yes,one,H_X_H,46980_50580
gt35-lt100,above 60,no,female,no,two or more,H_G_W_H,36060_50460_61320
gt35-lt100,20 to 35,no,female,no,two or more,H_W_H,36240_61200
gt100,35 to 60,no,male,yes,one,H_W_E_H,21900_61380_64920
lt35,20 to 35,yes,male,no,one,H_S_H_W_H,43380_47040_61200_180
lt35,19 and under,yes,male,no,one,H_G_H,61200_61200
gt100,35 to 60,yes,female,no,two or more,H_W_H,25380_57780
gt100,35 to 60,yes,male,no,two or more,H_W,25380
gt100,19 and under,yes,female,no,two or more,H_W_V_H,54240_72000_79200
lt35,20 to 35,no,male,no,two or more,H_W_H,28800_54180
gt35-lt100,20 to 35,yes,female,yes,two or more,H_D_W_G_D_G_H,25500_28800_50460_54000_54060_54180
gt35-lt100,20 to 35,yes,male,no,two or more,H_W_G_W_E_W_H,21780_28980_32580_46800_46980_75600
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H_S_H_W,14640_18240_50580_54180_61200
gt35-lt100,above 60,no,female,no,two or more,H,
gt35-lt100,above 60,no,male,no,two or more,H,
gt100,35 to 60,no,male,yes,two or more,H_X_W_H_X_R_H,18060_21780_57600_57780_64980_75600
gt100,20 to 35,no,female,yes,two or more,H_X_H_W_X_H_R_H,18120_18180_21840_57660_61440_64980_75600
lt35,above 60,no,male,no,two or more,H,
lt35,20 to 35,no,male,no,two or more,H,
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H,18180_29040
gt100,35 to 60,no,male,yes,two or more,H_S_G_H_E_R_H_V_H,28800_28860_28980_43200_50400_57600_64800_64980
gt35-lt100,above 60,no,female,no,one,H_W_H_W_E_H,25380_43200_43500_61260_61320
lt35,19 and under,yes,female,no,none,H_C_H,21780_50640
gt35-lt100,20 to 35,no,female,yes,two or more,H_P_H_W_H_V_H,28980_32520_32640_57780_64920_75600
lt35,20 to 35,no,female,yes,one,H_G_V,32400_46800
gt35-lt100,35 to 60,no,male,no,two or more,H_W_E_H_W_H,18240_39600_39720_39780_54000
gt35-lt100,35 to 60,no,female,no,two or more,H_S_G_R_H,32640_36060_36120_43260
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_E_W_H,18300_43200_43200_57600
gt35-lt100,20 to 35,yes,male,yes,two or more,H_W_H_Z_G_H,25500_61380_64920_68460_68640
gt100,above 60,no,male,no,two or more,H_X_W_P_W_H,10860_14460_28800_32400_54180
gt35-lt100,35 to 60,yes,female,yes,two or more,H_W_D_H,18180_50400_54000
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H,28800_64800
gt35-lt100,19 and under,yes,male,no,two or more,H_C_H,21780_54060
gt100,above 60,no,female,yes,two or more,H_W_P_H,25200_54180_68400
gt35-lt100,20 to 35,yes,female,no,two or more,H_W_D_H,25200_57660_61380
gt35-lt100,35 to 60,yes,male,no,two or more,H_D_W_H,25260_28860_61200
gt35-lt100,above 60,no,male,no,two or more,H_S_W_G_H,32460_36060_61260_61440
gt100,35 to 60,yes,male,no,two or more,H_W_H,21900_54240
gt100,35 to 60,yes,female,no,two or more,H_W_H,21660_54000
gt35-lt100,20 to 35,no,male,yes,two or more,H_E_V,39840_47040
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_H,25260_61200
gt35-lt100,20 to 35,no,female,yes,two or more,H_E_H_E_H,39780_39900_50580_50640
gt35-lt100,20 to 35,no,male,yes,two or more,H,
lt35,20 to 35,no,male,no,one,H_W_H,29040_72000
lt35,above 60,no,female,no,none,H_G_H_V_H,28860_32400_64800_79200
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_D_E_R_H,25260_57600_57900_61440_72060
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_E_W_X_E_H,25440_47040_47100_57660_64980_65100
gt100,35 to 60,no,male,yes,two or more,H_W_E_H,25380_64920_72240
gt100,35 to 60,no,female,yes,two or more,H_W_Z_E_W_H_E_H,21780_39600_39660_39720_61440_64920_72240
lt35,35 to 60,no,female,no,one,H_V_Z_V,28980_32580_39720
gt35-lt100,35 to 60,no,male,no,two or more,H_W_E_H,21600_61200_64980
gt100,35 to 60,no,male,yes,two or more,H_P_W_X_W_H,25440_32580_39600_39780_61200
gt100,20 to 35,no,female,yes,two or more,H_W_G_H,25500_61260_65040
lt35,20 to 35,no,male,no,one,H_W_H,57600_82800
gt35-lt100,20 to 35,yes,female,no,one,H_W_H,25380_68580
gt100,35 to 60,no,male,yes,two or more,H_E_W_E_W_H_X_H,21660_21780_43440_43500_57840_68580_72180
gt100,35 to 60,no,female,no,two or more,H_W_H_R_H_X,21660_54000_54240_64860_68580
gt100,20 to 35,no,male,yes,two or more,H_D_E_W_E_W_R_S_E_H,21600_21780_25260_39840_43380_61500_68460_68580_72240
gt100,20 to 35,no,female,yes,two or more,H_W_X_H,28800_57720_61200
gt35-lt100,35 to 60,no,female,no,one,H_W_G_S_D_G_E_H,21780_54300_57900_61260_61500_64860_64980
gt100,35 to 60,yes,female,no,two or more,H,
gt100,19 and under,yes,female,no,two or more,H_R_H_R_V,25200_50400_61380_79380
gt100,20 to 35,yes,female,yes,two or more,H_D_H_G_H_G_H,25260_25260_39660_39720_54000_54060
gt100,35 to 60,yes,male,yes,two or more,H_D_W_D_H_D_H,28920_28980_43260_43380_54060_57600
gt100,35 to 60,yes,female,yes,two or more,H_W_H,25440_61440
gt100,35 to 60,yes,male,no,two or more,H_W_H,21780_54180
gt100,35 to 60,yes,female,no,two or more,H_W_X_H,21780_57600_61320
gt100,19 and under,yes,male,no,two or more,H_W_H,21840_54180
gt100,35 to 60,yes,female,yes,two or more,H_Z_H_Z_H,36000_46800_64800_72000
gt100,35 to 60,yes,male,no,two or more,H_D_H_D_H,54000_57600_64800_68400
gt100,20 to 35,yes,male,no,two or more,H_E_H,57600_64920
gt100,20 to 35,yes,female,no,two or more,H_D_H,57600_57660
gt100,35 to 60,no,male,no,two or more,H_G_H_E_G_H,39840_43380_61200_64980_68580
lt35,35 to 60,yes,male,no,two or more,H_W_H,25320_61200
lt35,20 to 35,yes,male,no,two or more,H_W_H,54180_0
lt35,20 to 35,yes,female,no,one,H_D_W_H,28800_29100_61200
gt35-lt100,20 to 35,yes,male,yes,two or more,H_W_H,25440_57780
gt35-lt100,above 60,no,male,yes,two or more,H_W_V_G_W_G_H_W_H,43440_47100_50460_50580_50700_54060_61380_61440
gt35-lt100,35 to 60,yes,female,yes,two or more,H_E_W_G_W_H_X_H,28860_28920_43500_47040_61380_65100_72060
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H,21600_54180
gt35-lt100,19 and under,yes,female,no,two or more,H_X_H_V_H,65100_72060_72180_82860
lt35,35 to 60,no,male,no,one,H_R_H,64980_82800
lt35,35 to 60,no,female,no,two or more,H_G_D_E_S_D_H_W_H,43440_46860_46980_50400_54120_54300_57780_79380
lt35,35 to 60,yes,male,yes,two or more,H_W_H,54000_7260
gt100,35 to 60,yes,male,yes,two or more,H_W_G_H,21780_64800_68580
gt35-lt100,35 to 60,yes,female,no,two or more,H,
gt35-lt100,35 to 60,yes,male,no,two or more,H_V_R_V_H,25260_25440_43260_46860
gt35-lt100,19 and under,yes,female,no,two or more,H_V_H,61380_72180
gt35-lt100,35 to 60,no,female,no,two or more,H_W_E_W_H,36120_61200_61500_68460
gt35-lt100,35 to 60,no,male,no,two or more,H_W_E_W_D_H_V_H,21720_39780_39900_57780_57900_75660_79380
gt35-lt100,35 to 60,no,female,yes,one,H_G_W_X_W_H_X_G_S_H,25200_25260_39840_43380_57660_61440_68460_68520_68700
gt100,above 60,no,male,yes,two or more,H_W_H,18180_54060
gt100,20 to 35,no,female,yes,two or more,H_W_H_G_H,25200_39780_50460_57780
lt35,35 to 60,no,female,yes,two or more,H_P_H,32580_54240
gt100,35 to 60,yes,female,no,two or more,H_D_P_H_D_H_D_G_R_H,50700_54120_57660_65040_68400_68580_68640_72120_79260
gt100,35 to 60,yes,male,no,two or more,H_W_G_H_D_H_R_H,18060_39660_50400_54240_54300_68580_79260
gt35-lt100,20 to 35,no,female,yes,one,H_W_H,25440_57780
lt35,20 to 35,no,female,yes,two or more,H_W_X_H_R_H,29100_64920_68400_72180_82800
lt35,20 to 35,no,female,yes,two or more,H_W_X_H,29040_64800_75600
gt35-lt100,35 to 60,no,female,yes,one,H_D_H_D_H,25260_25320_64920_64980
gt35-lt100,20 to 35,no,male,yes,one,H_W_H,25320_61200
gt35-lt100,35 to 60,yes,male,no,two or more,H_D_W_D_H,21900_25200_57840_61260
lt35,above 60,no,female,no,one,H_W_H_X_H_S_H,29040_46800_50520_54300_72000_72060
gt35-lt100,35 to 60,yes,female,yes,two or more,H_D_W_D_H,28980_36000_50580_57780
gt35-lt100,35 to 60,yes,male,no,two or more,H_E_W_E_W_H,32580_32640_43380_46860_57780
gt35-lt100,above 60,yes,male,yes,two or more,H_W_H,25200_57600
gt35-lt100,above 60,no,male,yes,two or more,H_W_Z_H,25500_50580_61200
gt35-lt100,35 to 60,no,male,no,one,H_D_G_R_H_D_R_D_H,36240_39900_43380_46920_57780_64980_75780_79380
gt35-lt100,35 to 60,no,female,no,one,H_W_H,21600_61200
gt100,20 to 35,no,female,yes,two or more,H_X_H_W_H_E_H_E_H,21780_25200_25440_57780_64860_72180_75660_75840
gt100,20 to 35,no,male,yes,two or more,H_R_G_H_S_H_E_H_E_H,29040_39600_39720_54120_57720_64860_72180_75660_75840
gt100,35 to 60,yes,female,yes,two or more,H_R_E_R,36240_39840_50400
gt35-lt100,35 to 60,no,female,yes,one,H_E_H_G_H,28980_28980_50400_50580
gt35-lt100,20 to 35,no,female,no,one,H_W_E_W_H,43200_54120_54300_75720
gt35-lt100,20 to 35,no,male,no,one,H_W_H,28920_61380
lt35,35 to 60,no,female,no,one,H_W_H_W_G_H,25440_43200_43500_61260_64980
gt35-lt100,20 to 35,no,female,yes,one,H_G_H_X_H_X_H,32580_36000_61200_64800_75600_75660
gt35-lt100,above 60,no,female,no,two or more,H_E_R_H,43200_61200_64980
gt35-lt100,20 to 35,yes,female,yes,two or more,H_W_D_H,21900_54240_57660
gt35-lt100,20 to 35,yes,male,yes,two or more,H_D_W_E_H,25260_25380_54300_57780
gt35-lt100,above 60,no,male,no,two or more,H_E_H,25320_28860
gt100,35 to 60,no,male,yes,two or more,H_S_H_R_H_R_V_E_H,32400_32460_39600_57600_61200_72240_75840_79440
gt100,20 to 35,no,female,yes,two or more,H_S_H,32400_36000
lt35,35 to 60,no,female,yes,one,H_W_H,54180_57780
lt35,20 to 35,no,female,no,one,H,
lt35,20 to 35,no,male,yes,one,H_W_H_W_H,39840_54060_72180_72240
gt100,20 to 35,yes,male,yes,two or more,H_R_H_E_R_H_E_H,32400_36180_39780_50400_61200_68400_72180
gt100,20 to 35,yes,female,yes,two or more,H_R_H_E_R_H_E_H,32400_36180_39780_50400_61200_68400_72180
gt100,above 60,no,female,yes,two or more,H_W_H,25320_57660
gt100,35 to 60,yes,male,yes,two or more,H_W_D_H,21720_54120_54240
