income,age,children,sex,bach_degree,cars,activities,start_times
gt35-lt100,35 to 60,no,male,no,two or more,H_W_G_H,25260_57780_61200
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,29100_61380
gt35-lt100,35 to 60,no,female,yes,one,H_W_E_W_H_W_G_H,32400_39840_43200_54120_54240_72300_75720
gt35-lt100,35 to 60,no,female,yes,one,H_Z_H,61440_0
gt100,20 to 35,yes,male,yes,two or more,H_V_E_X_H_G_H,21780_25380_29040_54000_61200_61380
gt100,35 to 60,yes,female,yes,two or more,H_V_E_X_H,21780_25380_29040_54000
gt100,35 to 60,yes,female,yes,two or more,H_W_H,25500_57780
gt100,35 to 60,yes,male,yes,two or more,H_E_R_H,46980_50400_50640
gt100,20 to 35,no,male,yes,two or more,H_W_H_E_V_H,25380_61380_68640_75660_75900
gt100,20 to 35,no,female,yes,two or more,H_W_H_E_V_H,25260_57840_68640_75660_75900
gt35-lt100,35 to 60,no,female,no,two or more,H_S_H,32640_32700
gt35-lt100,35 to 60,no,male,no,two or more,H_G_H,43380_46920
gt35-lt100,20 to 35,no,male,no,two or more,H_W_R_H,43440_75720_82860
lt35,20 to 35,yes,female,no,two or more,H_D_W_E_W_H_Z_H,25440_28800_39780_43380_57780_65100_72240
lt35,20 to 35,yes,male,no,two or more,H_W_H_Z_H,18240_54000_65100_72240
gt35-lt100,20 to 35,no,male,yes,none,H_W_H_R_H,28980_64800_68580_79200
gt100,35 to 60,no,male,yes,two or more,H_R_G_R,36000_39600_39840
gt100,35 to 60,no,male,yes,two or more,H_R_H_E_H,36300_43440_61260_68460
gt100,35 to 60,no,female,yes,two or more,H_E_H_V,61260_68460_75780
gt100,20 to 35,yes,female,yes,two or more,H_R_H,36180_50400
gt100,35 to 60,yes,male,yes,two or more,H_R_H,36180_50400
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H_E_V,21840_36060_39600_43320
gt100,35 to 60,no,female,no,two or more,H_Z_H_W_H_S_W_X_Z_H,21600_25200_29100_43260_43500_46860_57780_64920_72060
lt35,35 to 60,yes,male,yes,two or more,H_W_H,21720_54180
gt35-lt100,35 to 60,yes,female,yes,two or more,H_S_G_H,43440_46800_64800
gt35-lt100,35 to 60,yes,male,yes,two or more,H_X_H,36300_39900
lt35,above 60,no,male,no,one,H_D_W_D_G_H,14640_14640_50580_54180_57720
gt100,20 to 35,no,female,yes,two or more,H_V,36000
gt100,20 to 35,no,male,yes,two or more,H_V,36000
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_H,18120_50580
gt35-lt100,35 to 60,yes,female,yes,two or more,H_W_H,25260_61200
gt35-lt100,20 to 35,yes,male,no,two or more,H_W_H,54180_82800
gt35-lt100,above 60,no,male,yes,two or more,H_G_W_H_P_H_D_H,25380_28920_29040_32520_36180_39660_43500
lt35,above 60,no,female,yes,one,H_V_S_E_H_D_H_V_H,43200_43380_43500_46920_57780_57840_64980_72180
gt100,35 to 60,yes,female,no,two or more,H_R_H,61320_79320
gt100,35 to 60,yes,male,no,two or more,H_W_H_R_H,18180_57660_61320_79320
gt35-lt100,35 to 60,no,male,no,one,H_W_H,50580_82980
gt100,35 to 60,yes,male,yes,two or more,H_W_H_G_H,25380_57780_61440_64920
gt100,20 to 35,yes,female,yes,two or more,H_W_H,21780_57780
gt35-lt100,above 60,no,female,yes,one,H_X_H_G_H_W_H,28980_32460_36180_39660_46860_72240
gt35-lt100,above 60,no,male,yes,two or more,H_P_G_E_W_H,25500_32640_36000_36060_64800
lt35,20 to 35,no,female,yes,two or more,H_S_H_G_H_E_H,39900_50400_54180_57780_68460_72240
lt35,20 to 35,no,male,yes,two or more,H_S_H_G_H_E_H,39900_50400_54180_57780_68460_72240
lt35,35 to 60,no,male,no,one,H_X_G_W,10980_14580_14640
gt100,35 to 60,yes,female,no,two or more,H,
gt100,35 to 60,yes,male,yes,one,H_W_X_H,25500_75840_79380
gt100,35 to 60,no,male,yes,two or more,H_W_H,25440_57780
gt100,35 to 60,yes,male,yes,two or more,H_W_H,28920_61500
gt100,35 to 60,yes,female,yes,two or more,H_W_H,32580_39840
gt35-lt100,35 to 60,no,male,no,one,H_W_H,32400_61380
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_H,25500_61440
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H_W_H_W_H,25200_28980_32520_36000_43260_54180
gt35-lt100,35 to 60,no,female,no,two or more,H_G_H_E_H,50400_57660_72180_72240
gt35-lt100,35 to 60,no,male,yes,two or more,H_S_H_G_H,47040_54300_72180_72240
gt35-lt100,20 to 35,no,female,no,two or more,H_W_E_W_G_H,21600_43200_46800_57600_61260
gt35-lt100,20 to 35,no,male,no,two or more,H_W_G_H_R_E_H,25380_57900_61260_79200_7380_7500
gt35-lt100,35 to 60,yes,female,yes,two or more,H_G_E_H_G_H,28980_29100_43200_54180_61260
gt35-lt100,35 to 60,yes,male,no,two or more,H_G_E_H_G_H,28980_29100_43200_54180_61260
gt35-lt100,19 and under,yes,female,no,two or more,H_G_E_H_G_H,28980_29100_43200_54180_61260
gt35-lt100,19 and under,yes,female,no,two or more,H_G_E_H_G_H,28980_29100_43200_54180_61260
gt100,above 60,no,female,yes,two or more,H_R_G_H,36300_43260_57900
gt100,20 to 35,no,male,yes,two or more,H_W_H,25260_68580
gt100,35 to 60,no,female,yes,two or more,H_W_H_X,25200_57660_57840
lt35,above 60,no,male,no,none,H_G_H,28980_29100
gt100,35 to 60,yes,female,yes,two or more,H_S_G_P_S_H_D_G_H_D_H,25200_25440_32640_39600_39840_61260_61380_64860_65040_68520
gt100,35 to 60,yes,male,yes,two or more,H_S_W,25200_25440
gt100,19 and under,yes,male,no,two or more,H_C_H_R_H,21900_50580_61440_68640
gt35-lt100,35 to 60,no,male,no,one,H_G_H_W_H,46800_46920_54060_180
gt100,35 to 60,no,female,yes,two or more,H_D_E_Z_E_Z_H,25440_32580_32700_57600_61200_82980
gt100,35 to 60,no,female,no,two or more,H_W_X_H,21600_61260_68400
gt100,above 60,no,male,no,two or more,H_W_H,18240_57780
gt100,20 to 35,no,male,yes,two or more,H_W_H,21780_25380
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_E_W_H,25380_46800_46920_61380
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H_W,18000_21600_61200
gt35-lt100,20 to 35,yes,female,yes,two or more,H_W_H_W_H,25200_54180_61440_68400
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H_E_H_G_H,14460_54000_61200_61260_64980_65040
gt35-lt100,20 to 35,no,male,yes,none,H_W_H_X_H_E_H,25320_61200_68400_72180_75660_75780
gt100,35 to 60,no,female,yes,one,H_W_E_W_H_V_E_S_V_H,25440_43260_43440_61260_64800_68400_72000_72300_75840
gt35-lt100,35 to 60,yes,female,no,two or more,H_S_R_H,54180_54300_68580
gt35-lt100,35 to 60,yes,male,no,two or more,H,
gt35-lt100,20 to 35,no,male,no,two or more,H_G_W_H_V_H,14400_14460_43380_46980_54060
gt35-lt100,20 to 35,no,female,no,two or more,H_W_G_H,21660_54240_54300
gt100,35 to 60,no,male,yes,two or more,H_W_E_W,57780_61380_72060
gt100,35 to 60,no,female,yes,two or more,H_W_P_G_H,25380_54120_57780_61380
gt100,20 to 35,no,female,yes,two or more,H_W_H_X_H_D_W_H,25260_43260_50400_54120_57840_61200_68580
gt35-lt100,20 to 35,no,male,no,two or more,H_G_H,29040_32640
gt35-lt100,20 to 35,no,male,no,two or more,H_G_W_H,50460_50520_82800
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,25380_57720
gt35-lt100,35 to 60,no,male,no,two or more,H_D_W_D_H,39600_39780_64800_68400
gt35-lt100,20 to 35,no,male,no,two or more,H_D_G_H_E_X,43200_43440_50400_50640_57840
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_H,25200_57780
lt35,35 to 60,no,female,yes,one,H_W_E_W_V_H,21900_43260_43380_57600_61380
gt100,35 to 60,yes,female,no,two or more,H_W_S_H,25440_39840_43380
gt100,19 and under,yes,female,no,two or more,H_W_V_H,36300_47040_64980
gt100,20 to 35,no,female,yes,one,H_W_R_H_E_H,25380_57780_61500_65040_72180
gt100,20 to 35,no,male,yes,one,H_W_X_R_H_E_H,25260_54180_57840_61500_65040_72180
gt35-lt100,20 to 35,no,male,yes,one,H,
gt100,20 to 35,no,female,yes,two or more,H_P_R_H,36000_46860_57600
gt100,20 to 35,no,male,no,two or more,H_W_H,25260_72180
lt35,35 to 60,no,male,yes,two or more,H_W_H,21660_54180
gt35-lt100,35 to 60,no,female,yes,one,H_W_D_Z_H,21660_61260_61440_72120
gt35-lt100,above 60,no,male,yes,two or more,H_W_H_G_E_W_H_Z_H,25200_28980_46800_46980_50580_54300_61380_68400
gt35-lt100,above 60,no,female,yes,two or more,H_W_H,28860_57840
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_S_W_S_H,32580_39780_43440_61260_61500
lt35,35 to 60,no,male,no,two or more,H_W_H_E_H,28860_50580_57660_64860
lt35,20 to 35,no,female,no,two or more,H_S_G_S_H,43440_46800_46920_54000
lt35,20 to 35,no,male,no,two or more,H_G_W_H_V_H,21600_21660_61320_64980_75600
gt35-lt100,20 to 35,no,male,no,two or more,H_D_W_D_G_V,21900_25200_57600_57600_57720
gt35-lt100,20 to 35,no,female,no,two or more,H_G_V,46800_50400
lt35,35 to 60,no,female,yes,one,H_S_H_W_H,32520_36060_57660_68640
gt35-lt100,35 to 60,no,male,yes,none,H_G_H,43500_46800
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_E_W_H,32400_43380_46860_57840
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_E_Z_H,18240_57600_57900_68400
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_G_H_E_H,29040_64800_64980_68400_79380
gt35-lt100,35 to 60,yes,female,no,two or more,H_P_X_H_X_H_E_H,36000_43200_54000_54300_61200_68400_79380
gt35-lt100,19 and under,yes,male,no,two or more,H_W_E_H,39900_72000_72120
gt35-lt100,19 and under,yes,female,no,two or more,H_P_X_H_E_H,36000_43200_54000_68400_79380
gt35-lt100,35 to 60,no,female,no,one,H_W_H,18180_54060
lt35,35 to 60,no,male,yes,two or more,H_Z_H,29040_36240
lt35,35 to 60,no,female,yes,two or more,H_Z_H_G_H,29040_36240_50400_50640
lt35,20 to 35,no,male,yes,two or more,H_W_H_V_H,28980_64800_72000_79380
gt35-lt100,35 to 60,no,female,yes,one,H_V_E_V_H_E_H,32640_39660_39660_43320_61440_64800
gt100,35 to 60,yes,female,yes,two or more,H_W_H_E_H,28800_61200_68460_79200
gt100,19 and under,yes,female,no,two or more,H_C_H_E_H,25200_57900_65040_72060
gt35-lt100,35 to 60,yes,female,yes,two or more,H_W_G_W_H,25440_39840_43260_61200
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_H,28980_75780
gt35-lt100,20 to 35,yes,male,yes,two or more,H,
gt35-lt100,35 to 60,no,male,no,two or more,H_X_H_R_H,32400_36300_64860_82800
gt35-lt100,20 to 35,no,female,yes,two or more,H_X_H,32400_39600
gt35-lt100,35 to 60,no,female,yes,two or more,H,
gt35-lt100,35 to 60,no,male,yes,two or more,H,
gt100,35 to 60,yes,male,yes,two or more,H_V_H_R_H,25440_36180_54240_75780
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_E_W_H,28860_43200_43440_57600
gt35-lt100,20 to 35,yes,male,no,two or more,H_P_G_S_H,21780_43200_54180_57660
gt35-lt100,20 to 35,yes,female,no,two or more,H_W_G_H,32400_61200_61380
gt35-lt100,35 to 60,yes,female,no,two or more,H_G_S_G_H,50400_54000_57780_61260
gt35-lt100,35 to 60,no,female,no,two or more,H_Z_W_H_V_H,25440_29100_32460_36300_57660
gt100,20 to 35,yes,male,yes,two or more,H_W_H_V_H,25380_61200_61440_72060
gt100,above 60,no,male,yes,two or more,H_W_E_W_G_W_H_E_H_G_H,28920_50400_50640_57840_64860_65040_68700_72000_75780_75840
gt100,above 60,no,female,yes,two or more,H_W_H,54000_75600
gt100,35 to 60,no,male,yes,two or more,H_Z_H_G_H_Z_G_H,25440_32400_43200_43440_68520_72180_72300
gt100,35 to 60,no,female,yes,two or more,H,
gt100,35 to 60,yes,male,yes,two or more,H_D_H_R_X_D_H,25500_28800_32520_32640_54060_54240
gt100,35 to 60,yes,female,yes,two or more,H_W_H,28800_61440
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_S_H,18180_50460_57900
gt100,35 to 60,no,male,yes,two or more,H_S_R_H_S_R_H,25500_32700_39600_50640_54180_68700
gt100,35 to 60,yes,male,yes,two or more,H_W_H,43380_79380
gt100,above 60,no,male,yes,two or more,H_S_H_V_H,36000_36060_54180_68400
lt35,35 to 60,no,female,yes,one,H_W_H,25380_57780
gt35-lt100,20 to 35,no,female,no,two or more,H_R_E_H,57600_61200_64980
gt35-lt100,35 to 60,no,male,yes,two or more,H_R_G_R_E_H,36300_39900_43380_61200_64980
gt100,35 to 60,yes,male,no,two or more,H_W_H,25200_57600
gt35-lt100,20 to 35,no,female,yes,one,H_V_E_S_G_V_H,25440_36000_36060_36120_43380_79440
gt35-lt100,above 60,no,female,yes,two or more,H_W_G_H,14580_61200_61320
gt35-lt100,20 to 35,no,male,no,two or more,H_W_H_Z_H,32460_54120_64800_72180
lt35,above 60,no,female,no,none,H_W_H,18240_54000
gt100,35 to 60,no,male,yes,one,H_W_E_W_H_G_S_H,25200_39780_39840_64800_68520_68640_72060
gt35-lt100,20 to 35,no,female,yes,one,H_X_G_H_G_H,25260_28860_43260_50580_57840
gt35-lt100,above 60,no,female,no,one,H_W_G_H,18120_54180_57840
gt35-lt100,35 to 60,no,male,no,one,H_W_G_H,18120_54180_57840
lt35,35 to 60,no,male,yes,two or more,H_W_H,28800_46800
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_H_E_G_H,21840_54300_68400_72060_72240
gt35-lt100,20 to 35,no,male,yes,two or more,H_G_W_H_X_E_G_H,21840_21900_57780_61380_68400_72060_72240
gt35-lt100,20 to 35,yes,female,yes,two or more,H_W_H_W_H,25440_43200_43500_61200
gt35-lt100,35 to 60,no,female,yes,one,H,
gt100,35 to 60,no,female,yes,two or more,H_W_G_W_G_P_G_H,21720_39600_43200_54180_57600_64800_65100
gt100,35 to 60,no,male,yes,two or more,H_W_H,25200_61380
lt35,35 to 60,yes,male,no,two or more,H_S_W_E_W_G_W_H,18060_21660_39780_43260_54240_61440_65040
lt35,20 to 35,yes,female,no,two or more,H_W_H,57780_79380
lt35,20 to 35,yes,male,no,two or more,H_G_W_H,54180_57780_0
lt35,20 to 35,no,female,no,one,H_C_E_S_V_H,32460_47100_50400_50580_57780
gt100,35 to 60,no,male,yes,two or more,H_W_H_E_V_H,21900_61380_61500_68460_68580
gt35-lt100,35 to 60,no,female,no,two or more,H_Z_W_H,25320_25440_61260
gt35-lt100,35 to 60,no,male,yes,two or more,H,
gt35-lt100,35 to 60,no,male,yes,two or more,H_D_E_W_D_E_W_H,28860_28920_28980_39780_43320_43440_65100
gt35-lt100,35 to 60,no,female,yes,two or more,H_E_W_H,25260_25320_61260
lt35,19 and under,yes,female,no,two or more,H_W_H,57900_79200
lt35,35 to 60,yes,female,no,two or more,H_P_H,54000_57780
lt35,35 to 60,yes,male,no,two or more,H_W_H,21600_54180
gt100,20 to 35,yes,female,yes,two or more,H_D_W_H_E_H,25200_25320_57780_61380_68400
gt100,35 to 60,yes,male,yes,two or more,H_W_X_W_D_H_E_H,25200_43200_46860_54180_57780_61380_68400
lt35,35 to 60,no,female,no,none,H_W_H,28800_50400
gt35-lt100,35 to 60,yes,female,no,one,H_W_D_G_H,46980_50580_54180_57660
gt35-lt100,19 and under,yes,female,no,one,H_R_G_H,50580_54180_54300
lt35,35 to 60,no,male,no,one,H_W_D_H,18180_50580_54180
gt100,20 to 35,no,male,yes,two or more,H_E_W_P_G_H_E_G_D_G_H,21900_25200_43260_47040_50700_61260_65100_68520_68520_68640
gt100,20 to 35,no,female,yes,two or more,H_W_S_E_G_D_H,21780_57900_61260_65100_68520_68520
gt100,35 to 60,yes,male,yes,two or more,H_W_X_W_H,25500_43200_46860_61260
lt35,35 to 60,no,female,no,one,H_W_E_G_H,28800_43200_43200_46800
gt35-lt100,35 to 60,yes,female,no,two or more,H_W_H,25440_57780
gt35-lt100,19 and under,yes,female,no,two or more,H_C_H,21840_50640
gt35-lt100,20 to 35,no,female,yes,two or more,H_E_W_H,28800_28800_61200
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_H,21900_57600
gt100,35 to 60,yes,male,yes,two or more,H_S_W_H_G_H,25200_28980_61200_64860_75600
gt100,20 to 35,yes,female,yes,two or more,H_S_W_H_G_H,25200_28980_61200_64860_75600
gt100,20 to 35,yes,male,yes,two or more,H_D_W_D_H,25380_28800_61380_64860
gt100,20 to 35,yes,female,yes,two or more,H_D_W_D_H,25380_28800_61380_64860
gt35-lt100,35 to 60,yes,female,no,two or more,H,
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H,18000_43200
gt35-lt100,19 and under,yes,male,no,two or more,H_W_H,25380_54000
gt35-lt100,19 and under,yes,female,no,two or more,H_C_H_W_H,28980_54300_57660_79200
gt35-lt100,20 to 35,no,female,yes,none,H_X_H,61260_65100
gt35-lt100,35 to 60,no,female,no,two or more,H_S_G_S_H,39780_46800_50400_82800
gt35-lt100,35 to 60,no,male,no,two or more,H_W_G_H,21780_64860_65100
gt35-lt100,35 to 60,no,male,no,two or more,H_W_V_W_G_W_D_H,28800_32520_36000_39720_43380_61260_61380
gt100,35 to 60,yes,male,yes,two or more,H_W_E_W_H,28980_50400_50700_64800
gt100,35 to 60,yes,female,yes,two or more,H_W_E_W_H,25260_43200_46800_61200
gt100,20 to 35,yes,male,no,two or more,H_W_H_W_H,25500_43200_43440_61200
gt100,20 to 35,no,male,yes,two or more,H_E_R_D_H,43200_46980_61440_64800
gt100,20 to 35,no,female,yes,two or more,H_E_R_G_H,43200_46980_61440_64800
gt100,20 to 35,no,male,yes,two or more,H_W_H,25200_61200
lt35,35 to 60,yes,male,no,two or more,H_D_S_W_H,32640_32700_36060_65040
lt35,above 60,no,female,yes,two or more,H_W_H_G_H_W_H,25380_39600_50640_54240_68400_75600
lt35,20 to 35,no,female,yes,two or more,H_W_H_W_H,28800_46800_50400_57600
gt35-lt100,35 to 60,no,female,no,one,H_W_G_H,21600_54000_57660
gt35-lt100,35 to 60,no,male,no,two or more,H_X_W_X_H,14460_18060_57780_64800
gt100,35 to 60,no,male,yes,two or more,H_W_H,25440_50580
gt100,20 to 35,no,female,yes,two or more,H_W_H_W_H,28800_57660_68460_75660
gt35-lt100,above 60,no,male,no,two or more,H_Z_H,39600_57600
gt100,35 to 60,no,female,yes,two or more,H_W_G_H_W_H,36060_61200_61440_64980_72180
gt100,35 to 60,no,male,yes,two or more,H_W_E_H,28800_61440_72060
lt35,20 to 35,no,female,no,two or more,H_W_H,50580_75780
lt35,20 to 35,no,male,no,two or more,H_W_H,25260_61380
lt35,20 to 35,no,female,no,two or more,H_W_H,39840_72240
gt100,20 to 35,yes,female,yes,two or more,H_W_H_D_H,25260_57600_57840_61200
gt100,20 to 35,yes,male,yes,two or more,H_D_H_W_S_E_S_W_H_G_H,25200_25380_25440_39660_43320_43440_43500_57600_61320_61320
gt100,35 to 60,yes,male,yes,two or more,H_W_H_G_H_V_D_H,21600_25200_43200_43440_46980_57660_57780
gt100,20 to 35,yes,female,no,two or more,H_S_H_E_H_W_H,43200_43380_46800_50580_54180_79380
gt100,19 and under,yes,female,no,two or more,H_E_D_G_W_D_C_D_E_G_W_H,25440_28980_29040_32700_39660_39780_46980_50400_50640_50700_79380
gt35-lt100,20 to 35,no,female,yes,one,H_W_G_H,21840_39900_46920
gt35-lt100,20 to 35,no,male,yes,one,H_W_G_H,54300_10860_11040
gt35-lt100,above 60,no,female,yes,two or more,H_R_H,54060_240
gt35-lt100,above 60,no,male,no,two or more,H_R_H,54060_240
gt100,35 to 60,yes,female,yes,two or more,H_R_H_S_H_W_E_R_E_R_G_H,28920_32520_43200_43380_50400_57840_61320_68580_72060_79380_79440
gt100,20 to 35,yes,male,no,two or more,H_S_H,43200_43380
gt100,19 and under,yes,female,no,two or more,H_R_E_R_G_H,64980_68580_72060_79380_79440
gt100,20 to 35,yes,female,yes,two or more,H_G_H_R_H_R_H,36000_36120_39720_43200_46980_57720
gt100,20 to 35,yes,male,no,two or more,H,
gt35-lt100,35 to 60,no,female,no,one,H_W_H,29040_57600
gt100,20 to 35,no,male,yes,two or more,H_W_H_X,28800_61200_79320
gt35-lt100,20 to 35,yes,female,yes,two or more,H_E_R_H,46980_50580_54180
gt35-lt100,20 to 35,yes,male,no,two or more,H_W_H,21780_57660
gt35-lt100,above 60,no,male,no,two or more,H_W_G_H,36000_57780_61260
gt35-lt100,above 60,no,female,no,two or more,H_W_H,25440_61200
gt100,35 to 60,no,female,yes,one,H_W,25200
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_E_W_H_G_E_H,28800_39840_43440_61200_75600_75780_75840
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_H_G_E_H,28980_54000_75600_75780_75840
lt35,35 to 60,no,female,no,one,H_E_W_H,54180_54240_79200
lt35,above 60,no,female,no,one,H_S_G_H_D_V_H_E_H,28860_29100_36000_39840_43200_54180_61260_72060
gt35-lt100,35 to 60,yes,male,no,two or more,H,
gt35-lt100,35 to 60,no,male,yes,two or more,H_S_H_S_W_H,43440_46860_46980_47100_61200
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H_G_E_H,25440_61440_65040_68520_68580
gt100,35 to 60,no,male,yes,one,H_X_W_H,18180_25200_61200
gt100,35 to 60,no,female,yes,two or more,H,
gt100,35 to 60,no,male,no,two or more,H_G_H_G_H_G_H,36060_36240_50640_57600_65100_68520
gt100,35 to 60,yes,male,yes,two or more,H_W_H_Z_H,21660_61260_65100_72180
gt100,19 and under,yes,female,no,two or more,H_C_H_D_E_H_Z_H,25260_39720_50460_50580_54060_65040_72060
gt100,35 to 60,yes,male,yes,two or more,H_X_W_H,18180_25380_61200
gt100,19 and under,yes,female,no,two or more,H_W_H,36180_50700
gt35-lt100,20 to 35,no,male,yes,one,H_E_W_H,46980_46980_7200
gt35-lt100,20 to 35,no,female,yes,one,H_Z_G_W_H,25200_25440_25440_61200
lt35,above 60,no,male,no,two or more,H_V_D_P_D_W_H,28800_39600_43200_50580_54180_68640
lt35,above 60,no,female,no,two or more,H_V_P_H,28980_43200_50580
gt100,35 to 60,yes,male,yes,two or more,H_S_W_H,28980_29100_39600
gt100,35 to 60,yes,female,yes,two or more,H_G_H_R_H,50580_54060_54180_64980
gt35-lt100,35 to 60,no,male,no,two or more,H_G_H_G_H,39780_43440_54180_57720
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,29040_57780
gt35-lt100,20 to 35,no,female,yes,one,H_W_H_C_H,25440_50580_54240_68580
gt100,35 to 60,no,female,yes,two or more,H_W_H,21840_57780
gt100,35 to 60,no,male,yes,two or more,H_X_G_W_S_G_W_H_X_H,21600_25320_25500_46800_46980_47100_57600_57780_61260
gt100,35 to 60,yes,female,yes,two or more,H_D_W_D_H,25260_25440_61260_61440
gt100,35 to 60,yes,male,yes,two or more,H,
gt35-lt100,35 to 60,no,male,no,one,H_W_H,18060_50400
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_H,25440_57780
gt35-lt100,above 60,no,female,no,one,H_W_H,21660_61380
gt100,35 to 60,no,female,no,two or more,H_W_G_W_E_G_H_G_H_S_H,25380_28980_29040_43380_46800_46980_50400_50640_54180_57600
gt100,35 to 60,no,male,no,two or more,H_W_H,28860_64860
gt100,35 to 60,no,male,yes,two or more,H_W_E_W_H_R_H,21780_39780_43260_57780_64800_68460
gt100,20 to 35,no,female,yes,two or more,H_W_C_G_C_H,25200_36240_57780_61260_72180
gt35-lt100,35 to 60,no,female,yes,one,H_E_W_H_V_R_H,28800_28860_65100_68640_79380_120
gt100,35 to 60,yes,female,yes,two or more,H_W_H_S_H_E_H,25200_54060_57660_61440_64980_75600
gt35-lt100,above 60,no,female,yes,two or more,H_W_G_H,25440_57780_61380
gt35-lt100,above 60,no,male,yes,two or more,H_W_H,21900_57780
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_H_Z_H,25200_61200_64800_75600
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_H,21660_57720
gt35-lt100,35 to 60,no,female,no,two or more,H_G_W_E_W_G_W_H,21600_21720_39600_39780_54000_61200_68580
gt35-lt100,35 to 60,no,male,no,two or more,H_Z_G_H,32640_39840_43440
gt35-lt100,35 to 60,no,female,yes,one,H_W_H_W_H_S_G_H,25500_39900_43500_61260_64980_68460_72000
lt35,35 to 60,no,female,no,one,H,
gt35-lt100,20 to 35,no,male,no,one,H_W_H_W_S_W_H,43200_54000_61200_72180_72180_82980
gt35-lt100,20 to 35,no,female,no,one,H_W_H,28860_57840
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_V_G_E_H,25260_57840_64860_65040_65100
gt100,35 to 60,no,male,no,two or more,H_W_G_H,28920_61200_61380
gt100,35 to 60,no,female,yes,two or more,H_W_H,25260_61200
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_D_H_G_H,25380_61200_61440_68580_68700
gt35-lt100,35 to 60,yes,female,yes,two or more,H_D_W_H,28980_29040_61200
lt35,35 to 60,no,female,no,two or more,H_W_H,39900_61380
lt35,above 60,no,male,no,two or more,H_W_H,21840_57600
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H,21600_57600
gt35-lt100,35 to 60,no,female,no,two or more,H_W_G_H,28980_57660_57900
lt35,35 to 60,no,female,no,one,H_W_H_W_H,25440_39600_43320_75900
gt35-lt100,above 60,no,male,yes,two or more,H_G_W_H,32520_32640_79200
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_H,18300_50400
gt35-lt100,20 to 35,no,male,no,two or more,H_W_H,57900_75600
gt100,above 60,no,male,yes,two or more,H_W_X_W_H,21720_43200_43320_57780
gt100,above 60,no,female,no,two or more,H_W_G_H,21780_57600_57840
gt35-lt100,35 to 60,no,female,no,one,H_P_H,28920_36240
gt100,35 to 60,no,female,yes,two or more,H_V_G_H,46800_57780_61380
gt100,35 to 60,no,male,yes,two or more,H_S_G_H,43380_43440_46800
gt100,35 to 60,yes,male,no,two or more,H_W_D_H,25260_57900_61380
gt100,20 to 35,yes,female,yes,two or more,H_W_G_H,25200_61200_61380
gt35-lt100,20 to 35,no,female,no,one,H_V_G_H_S_R_H,36000_39600_43320_50520_50640_72300
gt100,35 to 60,yes,male,yes,two or more,H_W_H_W_H,28920_43200_61200_79380
gt100,35 to 60,yes,female,yes,two or more,H_W_H,25260_79380
gt100,19 and under,yes,male,no,two or more,H_C_W_C_H,29100_46980_57600_64980
gt100,19 and under,yes,female,no,two or more,H_C_W_H,25200_61380_79320
gt35-lt100,35 to 60,no,male,no,two or more,H_W_G_W_H,21660_25380_28860_54060
gt35-lt100,35 to 60,no,female,yes,two or more,H_E_W_P_H,21600_21780_54240_64800
gt35-lt100,35 to 60,yes,male,no,two or more,H_R_H,54240_64860
gt35-lt100,35 to 60,yes,female,yes,two or more,H_W_R_H,25440_54240_64860
gt35-lt100,19 and under,yes,female,no,two or more,H_C_R_H,25320_54060_64980
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_H,18180_64860
gt100,20 to 35,no,female,yes,two or more,H_W_H_S_G_H,36240_57720_68460_72060_72240
gt100,35 to 60,no,male,yes,two or more,H_W_S_H,36060_54060_61380
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_X_G_D_E_G_H,25380_39600_46920_50400_54000_57660_61380
